id,gender,ocp_cd,age,cc_txn_amt,cc_count,kp_txn_count,kp_txn_amt
59,2,3.0,4,3.9542425094393248,5.0,52.0,4.549003262025787
60,2,3.0,4,4.285557309007774,16.0,5.0,4.569373909615045
61,2,9.0,5,3.778151250383643,3.0,0.0,0.0
62,2,3.0,4,4.049218022670181,10.0,190.0,6.01110502981598
63,2,9.0,3,3.9030899869919433,2.0,26.0,4.187520720836463
64,2,3.0,3,4.691081492122968,19.0,99.0,5.319522449065453
65,2,9.0,4,4.29666519026153,9.0,0.0,0.0
66,2,3.0,5,4.472756449317212,29.0,31.0,5.023663918197793
67,2,3.0,3,4.577491799837225,43.0,72.0,5.27600198996205
68,1,9.0,3,4.786041210242554,22.0,0.0,0.0
69,1,3.0,4,5.15503222879097,59.0,58.0,5.790566625146076
70,1,3.0,4,4.170261715394957,3.0,0.0,0.0
71,1,13.0,4,0.0,0.0,0.0,0.0
72,2,3.0,3,0.0,0.0,43.0,4.82865989653532
73,1,9.0,4,4.257678574869184,5.0,17.0,4.08278537031645
74,1,4.0,5,5.342027688087471,20.0,152.0,6.481041114721698
75,2,3.0,5,4.771587480881255,3.0,58.0,5.965342835560621
76,1,3.0,3,0.0,0.0,54.0,5.464042205438811
77,2,9.0,4,4.130333768495006,19.0,37.0,4.957128197676813
78,1,3.0,3,4.6866362692622925,49.0,0.0,0.0
79,2,3.0,4,0.0,0.0,0.0,0.0
80,2,9.0,4,4.181843587944773,5.0,1.0,2.0
81,1,9.0,4,4.583198773968622,6.0,53.0,5.762078087334639
82,2,3.0,4,3.8450980400142565,1.0,0.0,0.0
83,2,3.0,4,4.342422680822206,27.0,38.0,4.929929560084587
84,1,9.0,4,4.445604203273597,13.0,30.0,4.747411807886422
85,1,9.0,4,0.0,0.0,43.0,5.164352855784436
86,1,3.0,3,4.20682587603185,3.0,22.0,4.945468585131819
87,2,9.0,5,4.2922560713564755,7.0,0.0,0.0
88,2,3.0,2,3.7923916894982534,2.0,84.0,4.9063350418050895
89,2,9.0,3,3.6989700043360187,1.0,89.0,5.452859335795852
90,1,3.0,6,4.505149978319905,5.0,0.0,0.0
91,1,7.0,3,0.0,0.0,120.0,6.103530063428374
92,1,9.0,3,0.0,0.0,53.0,5.481299273332856
93,2,3.0,3,0.0,0.0,0.0,0.0
94,2,9.0,6,2.477121254719662,1.0,41.0,4.068185861746161
95,2,9.0,3,4.7737864449811935,20.0,4.0,3.8061799739838866
96,2,3.0,4,4.917505509552546,65.0,32.0,4.991669007379948
97,2,1.0,3,4.769377326076138,45.0,25.0,5.290034611362517
98,2,9.0,3,0.0,0.0,0.0,0.0
99,2,3.0,3,3.869231719730976,5.0,0.0,0.0
100,2,3.0,4,4.657055852857104,11.0,241.0,5.979957893340665
101,2,9.0,3,4.463892988985907,24.0,57.0,5.140822180109311
102,2,3.0,4,4.12057393120585,17.0,277.0,5.902220528279314
103,2,9.0,3,3.8450980400142565,2.0,0.0,0.0
104,1,9.0,5,4.170261715394957,12.0,0.0,0.0
105,1,3.0,4,4.30102999566398,18.0,0.0,0.0
106,2,9.0,4,0.0,0.0,20.0,4.848804701051804
107,1,9.0,3,5.0285712526925375,32.0,131.0,5.813514271541883
108,1,3.0,4,5.02612451674545,36.0,32.0,5.517723594833735
109,1,3.0,4,4.613841821876068,4.0,61.0,5.650404669868031
110,2,3.0,5,3.9030899869919433,1.0,0.0,0.0
111,2,3.0,4,5.34713478291002,31.0,0.0,0.0
112,2,9.0,3,4.662757831681573,3.0,72.0,5.401917250517574
113,2,3.0,3,4.671172842715083,27.0,176.0,5.7977521286507105
114,2,13.0,5,4.943494515906102,26.0,48.0,5.5951654147902286
115,2,9.0,5,4.340444114840118,6.0,58.0,4.8937617620579426
116,2,9.0,3,0.0,0.0,0.0,0.0
117,1,3.0,3,4.130333768495006,4.0,16.0,5.207095540419218
118,2,3.0,5,0.0,0.0,48.0,4.920645001406787
119,2,4.0,4,5.081707270097349,8.0,145.0,6.426023015689875
120,1,3.0,3,5.082426300860772,102.0,105.0,5.508125536083198
121,1,3.0,4,5.4491697321652,60.0,0.0,0.0
122,2,9.0,5,4.902546779313991,10.0,0.0,0.0
123,1,3.0,4,4.589949601325707,19.0,51.0,5.34830486304816
124,1,3.0,3,4.88930170250631,37.0,90.0,5.854488225044429
125,2,4.0,5,0.0,0.0,0.0,0.0
126,1,3.0,3,4.255272505103306,1.0,75.0,5.338456493604604
127,2,9.0,3,3.176091259055681,2.0,0.0,0.0
128,2,9.0,4,4.232996110392154,14.0,100.0,5.567144045195657
129,1,9.0,3,3.9542425094393248,6.0,57.0,5.141449773400467
130,1,3.0,4,4.632457292184724,20.0,35.0,5.037426497940623
131,2,3.0,3,3.778151250383643,1.0,0.0,0.0
132,1,3.0,3,3.7923916894982534,17.0,0.0,0.0
133,2,3.0,3,3.176091259055681,3.0,28.0,5.316389751073195
134,1,3.0,5,4.932473764677153,108.0,25.0,5.379486813717273
135,2,9.0,3,4.2944662261615925,13.0,0.0,0.0
136,2,9.0,3,4.204119982655924,4.0,25.0,4.318063334962761
137,1,3.0,3,3.9084850188786495,4.0,255.0,6.289455165670284
138,2,9.0,5,4.45178643552429,21.0,49.0,4.6464037262230695
139,1,3.0,4,4.953276336667304,25.0,26.0,5.890309216899947
140,2,3.0,3,4.489958479424835,21.0,0.0,0.0
141,2,9.0,5,3.518513939877887,5.0,12.0,4.269512944217916
142,2,9.0,3,4.012837224705172,4.0,54.0,4.996949248495381
143,2,9.0,3,4.462397997898956,1.0,28.0,4.768638101247614
144,1,3.0,3,4.913813852383717,34.0,105.0,5.2922560713564755
145,2,3.0,3,4.602059991327962,6.0,60.0,5.1829849670035815
146,2,3.0,4,4.982723387668545,16.0,117.0,4.7267272090265715
147,2,3.0,3,4.143014800254095,13.0,45.0,5.256477206241676
148,1,9.0,4,4.264817823009536,15.0,0.0,0.0
149,2,6.0,2,4.487138375477186,25.0,0.0,0.0
150,1,9.0,3,4.033423755486949,4.0,78.0,5.455301771657076
151,1,4.0,6,0.0,0.0,10.0,5.408748606184243
152,2,3.0,4,0.0,0.0,17.0,4.26245108973043
153,2,3.0,4,4.60422605308447,19.0,0.0,0.0
154,1,3.0,4,5.30513631894364,65.0,30.0,5.580582876814367
155,1,9.0,4,4.204119982655924,8.0,0.0,0.0
156,2,3.0,4,4.812244696800369,33.0,84.0,5.802705327074351
157,2,9.0,4,0.0,0.0,0.0,0.0
158,2,9.0,5,0.0,0.0,0.0,0.0
159,2,9.0,4,3.3617278360175926,4.0,0.0,0.0
160,2,3.0,3,5.263399331334002,62.0,77.0,5.730216840568693
161,2,3.0,4,4.704150516839799,12.0,41.0,4.346352974450638
162,2,3.0,6,4.765668554759014,55.0,14.0,5.821054755046887
163,1,9.0,3,4.866877814337498,38.0,79.0,5.553640336231354
164,2,3.0,4,4.594392550375426,52.0,11.0,4.632457292184724
165,2,9.0,4,4.813580988568191,18.0,40.0,5.164650215934296
166,1,3.0,3,0.0,0.0,20.0,5.661339340006039
167,2,3.0,4,0.0,0.0,67.0,5.670060217473133
168,1,3.0,4,4.107209969647868,4.0,4.0,3.9084850188786495
169,2,3.0,5,5.045714058940867,6.0,0.0,0.0
170,1,9.0,4,4.426511261364575,10.0,32.0,4.997823080745725
171,2,3.0,4,4.523746466811564,44.0,4.0,4.822821645303104
172,2,3.0,3,3.8750612633916997,6.0,52.0,5.894648303793517
173,1,9.0,4,4.414973347970817,2.0,376.0,6.45024910831936
174,2,3.0,3,0.0,0.0,51.0,4.897627091290441
175,1,3.0,3,4.621176281775035,4.0,51.0,5.62242127397567
176,2,1.0,5,4.255272505103306,5.0,0.0,0.0
177,1,9.0,3,3.89209460269048,5.0,99.0,5.537063142781617
178,1,3.0,5,4.198657086954422,16.0,0.0,0.0
179,2,3.0,3,4.450249108319361,14.0,95.0,4.982723387668545
180,2,9.0,4,4.589949601325707,47.0,0.0,0.0
181,1,9.0,3,4.597695185925511,15.0,36.0,5.20002926655377
182,2,5.0,6,0.0,0.0,38.0,5.126456113431804
183,1,3.0,4,4.850646235183066,41.0,19.0,5.341038631677523
184,1,3.0,3,4.719331286983726,27.0,60.0,5.247482260677054
185,2,3.0,5,4.615950051656401,7.0,26.0,5.064083435963595
186,2,9.0,3,4.65417654187796,48.0,0.0,0.0
187,2,9.0,4,2.602059991327962,1.0,87.0,4.980911937776844
188,1,9.0,3,0.0,0.0,0.0,0.0
189,1,3.0,3,4.491361693834272,22.0,33.0,5.219584526214254
190,2,4.0,4,3.6434526764861874,4.0,82.0,5.812378511154194
191,1,4.0,5,0.0,0.0,33.0,4.8512583487190755
192,1,9.0,3,5.6736658762457015,230.0,0.0,0.0
193,1,9.0,4,4.534026106056134,5.0,6.0,3.176091259055681
194,1,3.0,3,4.845098040014256,1.0,55.0,4.822821645303104
195,2,9.0,3,4.895422546039407,62.0,41.0,5.2291697025391
196,1,9.0,4,4.113943352306836,2.0,114.0,5.5890555310523435
197,2,9.0,3,4.143014800254095,13.0,0.0,0.0
198,2,9.0,3,3.8061799739838866,4.0,27.0,4.684845361644412
199,2,2.0,6,5.037426497940623,9.0,0.0,0.0
200,1,3.0,3,3.431363764158987,2.0,25.0,4.252853030979893
201,1,3.0,4,0.0,0.0,0.0,0.0
202,1,9.0,4,4.222716471147582,5.0,0.0,0.0
203,1,3.0,5,4.29666519026153,6.0,86.0,6.0977777345392825
204,2,3.0,3,4.350248018334162,12.0,165.0,6.011908613349154
205,1,3.0,3,6.261429415559446,149.0,42.0,6.347271454809604
206,1,3.0,5,3.612783856719735,6.0,2.0,3.322219294733919
207,1,3.0,4,5.1625644065230185,14.0,101.0,5.76477371691104
208,1,13.0,6,4.531478917042255,14.0,0.0,0.0
209,2,9.0,4,4.230448921378274,8.0,47.0,4.949877704036874
210,1,9.0,6,3.2041199826559246,1.0,0.0,0.0
211,2,3.0,4,0.0,0.0,216.0,5.612253906096437
212,1,9.0,4,4.571708831808687,10.0,80.0,5.19228861256812
213,1,9.0,3,4.064457989226918,5.0,93.0,5.221153321954705
214,2,3.0,5,3.778151250383643,1.0,0.0,0.0
215,2,3.0,4,4.4471580313422185,9.0,19.0,5.415140352195872
216,1,9.0,3,4.419955748489757,7.0,75.0,6.2743657064474245
217,2,1.0,3,4.909020854211156,11.0,26.0,5.285332227643884
218,1,9.0,3,4.161368002234974,26.0,115.0,5.256477206241676
219,1,3.0,5,4.127104798364807,5.0,109.0,6.014982308585481
220,1,9.0,6,4.643452676486187,33.0,0.0,0.0
221,2,9.0,4,4.3996737214810375,9.0,67.0,5.1392492175716065
222,1,3.0,3,4.195899652409233,14.0,35.0,5.055760464687735
223,1,9.0,4,5.315970345456917,98.0,44.0,5.651956069533074
224,1,3.0,5,4.0,2.0,0.0,0.0
225,2,3.0,3,3.9542425094393248,1.0,76.0,5.078819183098848
226,1,3.0,5,2.9999999999999996,1.0,24.0,4.941511432634402
227,1,3.0,4,4.525044807036845,49.0,0.0,0.0
228,1,3.0,3,4.653212513775343,6.0,47.0,5.211654400553182
229,2,9.0,4,4.029383777685209,15.0,0.0,0.0
230,2,3.0,4,4.311753861055754,4.0,50.0,5.319314304090511
231,1,3.0,4,4.222716471147582,6.0,39.0,5.03181227133037
232,2,3.0,4,4.406540180433955,3.0,65.0,5.278982116865442
233,1,3.0,4,5.072249897613514,86.0,107.0,5.849357981661298
234,1,9.0,5,4.862727528317975,94.0,105.0,5.435047641339963
235,2,3.0,3,4.812244696800369,24.0,194.0,6.5690343013957415
236,2,9.0,3,4.845718017966658,36.0,204.0,5.8347385189038405
237,2,3.0,3,4.663700925389648,38.0,791.0,6.141104709327928
238,1,9.0,3,5.069298012115529,43.0,1.0,2.301029995663981
239,1,9.0,5,4.569373909615045,5.0,1.0,3.9190780923760737
240,1,3.0,4,5.0285712526925375,11.0,24.0,5.5513279880038455
241,1,9.0,4,4.578639209968071,48.0,112.0,5.653887558070977
242,1,4.0,5,3.5682017240669945,5.0,0.0,0.0
243,2,3.0,5,4.298853076409706,4.0,0.0,0.0
244,1,9.0,4,4.523746466811564,20.0,169.0,5.247727832909723
245,2,3.0,5,4.27415784926368,6.0,0.0,0.0
246,1,9.0,4,4.665580991017953,18.0,47.0,6.436321700139732
247,2,3.0,3,4.5611013836490555,16.0,68.0,5.013258665283516
248,1,3.0,6,5.3692158574101425,65.0,0.0,0.0
249,1,9.0,4,0.0,0.0,0.0,0.0
250,2,3.0,3,4.837588438235511,45.0,292.0,6.455621324031121
251,2,3.0,4,0.0,0.0,45.0,4.866287339084194
252,2,9.0,4,4.269512944217916,12.0,96.0,4.842609239610562
253,2,9.0,3,4.445604203273597,17.0,86.0,5.376941757146758
254,1,9.0,4,4.176091259055681,4.0,0.0,0.0
255,2,3.0,4,4.130333768495006,6.0,0.0,0.0
256,1,3.0,5,0.0,0.0,0.0,0.0
257,1,9.0,3,4.958563883221967,28.0,52.0,5.436798510231803
258,2,3.0,3,4.808210972924222,14.0,153.0,5.656002320682957
259,1,9.0,4,4.824776462475545,29.0,0.0,0.0
260,1,3.0,4,3.7481880270062002,4.0,0.0,0.0
261,1,9.0,6,0.0,0.0,0.0,0.0
262,1,4.0,4,6.140602308020332,193.0,31.0,5.1699681739968915
263,1,4.0,5,0.0,0.0,12.0,5.314709692955173
264,1,9.0,5,0.0,0.0,27.0,5.100715086573081
265,1,3.0,4,5.074084689028243,5.0,42.0,5.807873132003332
266,2,9.0,4,4.130333768495006,4.0,0.0,0.0
267,1,4.0,4,4.711807229041191,25.0,74.0,5.670709595223796
268,1,3.0,4,4.214843848047697,11.0,37.0,4.724275869600789
269,1,3.0,2,4.786041210242554,27.0,44.0,5.390758528738717
270,1,9.0,4,4.3979400086720375,7.0,9.0,3.9542425094393248
271,2,9.0,4,4.76417613239033,49.0,27.0,5.172310968521954
272,2,9.0,5,5.285332227643884,17.0,224.0,5.902655475217926
273,1,9.0,4,4.642464520242121,35.0,42.0,4.948901760970213
274,2,9.0,4,4.460897842756547,16.0,0.0,0.0
275,2,9.0,4,4.442479769064448,18.0,49.0,5.214313897424399
276,2,3.0,3,0.0,0.0,55.0,4.832508912706236
277,2,3.0,3,3.9030899869919433,1.0,85.0,4.494154594018442
278,1,9.0,3,4.814913181275074,26.0,120.0,5.331022171041828
279,2,3.0,3,3.491361693834272,7.0,70.0,5.624694531272081
280,2,3.0,4,3.4149733479708178,3.0,27.0,4.580924975675619
281,1,3.0,5,4.530199698203082,17.0,45.0,4.553883026643875
282,2,9.0,4,0.0,0.0,0.0,0.0
283,1,9.0,3,4.311753861055754,25.0,44.0,5.358886204405868
284,2,3.0,3,4.731588765186738,35.0,18.0,4.775974331129368
285,2,3.0,4,4.2405492482825995,20.0,58.0,4.872738827472668
286,1,9.0,4,0.0,0.0,3.0,2.6989700043360183
287,1,3.0,6,0.0,0.0,33.0,5.2659963704950785
288,1,9.0,3,5.332842266994351,46.0,43.0,5.662757831681573
289,2,3.0,4,4.387389826338729,19.0,104.0,5.1312977965976225
290,2,3.0,3,4.644438589467838,25.0,125.0,5.568084331315394
291,1,3.0,3,4.7558748556724915,48.0,52.0,5.455910240382742
292,2,9.0,3,3.518513939877887,5.0,86.0,4.958563883221967
293,2,12.0,4,5.388633969351789,94.0,39.0,5.578065883836091
294,1,3.0,4,4.537819095073274,21.0,32.0,4.719331286983726
295,2,3.0,4,0.0,0.0,45.0,4.956168430475363
296,1,9.0,5,5.093071306376062,86.0,0.0,0.0
297,2,3.0,3,3.176091259055681,1.0,113.0,5.277609214304091
298,2,3.0,3,4.729974285699555,21.0,61.0,4.9656719712201065
299,1,9.0,3,4.505149978319905,10.0,45.0,5.768712080377663
300,1,4.0,4,5.075181854618691,55.0,0.0,0.0
301,2,9.0,4,4.605305046141108,26.0,75.0,5.1804126328383235
302,2,3.0,5,4.54282542695918,14.0,28.0,5.055760464687735
303,1,3.0,3,4.656098202012831,51.0,0.0,0.0
304,2,3.0,3,3.2304489213782737,4.0,27.0,4.838849090737255
305,1,3.0,4,3.9344984512435675,6.0,30.0,4.876217840591642
306,2,3.0,4,4.436162647040756,13.0,0.0,0.0
307,1,9.0,6,0.0,0.0,0.0,0.0
308,2,3.0,3,4.683947130751512,18.0,45.0,4.9694159123539805
309,1,3.0,4,4.746634198937579,46.0,0.0,0.0
310,2,7.0,5,5.158060793936604,12.0,849.0,6.807981269694302
311,2,3.0,5,4.895422546039407,7.0,0.0,0.0
312,2,9.0,3,3.57978359661681,5.0,74.0,5.487279816443069
313,2,3.0,4,4.599883072073688,5.0,83.0,5.2372923375674585
314,2,9.0,5,4.348304863048161,4.0,46.0,5.3057811512549815
315,2,9.0,4,3.6532125137753435,4.0,0.0,0.0
316,1,3.0,5,4.578639209968071,8.0,0.0,0.0
317,1,3.0,5,0.0,0.0,19.0,5.441695135640717
318,1,9.0,4,3.9493900066449124,11.0,27.0,4.50379068305718
319,1,3.0,6,5.084933574936716,18.0,0.0,0.0
320,2,9.0,4,3.9395192526186182,4.0,0.0,0.0
321,2,9.0,4,5.17868923977559,24.0,0.0,0.0
322,1,3.0,4,5.6939906104607765,58.0,2.0,4.367355921026018
323,2,3.0,4,4.56348108539441,30.0,82.0,5.212986184736668
324,1,9.0,4,4.204119982655924,9.0,368.0,5.9106777547427045
325,1,9.0,3,2.602059991327962,1.0,62.0,4.973589623427256
326,2,3.0,3,3.6989700043360187,1.0,58.0,5.077731179652392
327,1,9.0,3,4.856124444242299,42.0,15.0,4.021189299069937
328,2,3.0,6,4.749736315569061,9.0,59.0,5.663700925389648
329,2,3.0,5,5.667546339511516,1.0,0.0,0.0
330,2,7.0,3,3.7075701760979363,9.0,11.0,4.803457115648413
331,1,3.0,4,4.888179493918324,30.0,55.0,5.01703333929878
332,2,9.0,4,5.118925752825777,62.0,65.0,5.533644978798762
333,1,3.0,3,4.429752280002408,10.0,48.0,4.928395852256713
334,1,9.0,3,4.8055008581584,40.0,14.0,5.152899596393747
335,2,9.0,3,4.303196057420489,5.0,45.0,5.096562438374135
336,1,7.0,4,5.252124552505643,10.0,415.0,6.839245439567266
337,2,4.0,3,3.612783856719735,2.0,222.0,6.684737671976074
338,1,4.0,6,5.677606952720493,42.0,0.0,0.0
339,2,4.0,5,4.34439227368511,9.0,0.0,0.0
340,1,3.0,5,4.786041210242554,16.0,85.0,5.663889298622661
341,1,9.0,4,3.778151250383643,4.0,0.0,0.0
342,2,9.0,3,4.311753861055754,3.0,62.0,5.01410032151962
343,2,9.0,3,3.886490725172482,7.0,77.0,4.933487287848704
344,2,3.0,5,4.515873843711678,18.0,40.0,5.010723865391773
345,2,3.0,3,0.0,0.0,29.0,4.547774705387822
346,2,3.0,6,5.033021444682911,74.0,23.0,5.28712962071911
347,2,9.0,5,5.42160392686983,61.0,59.0,5.894758994371891
348,1,4.0,6,6.006037954997317,28.0,0.0,0.0
349,1,9.0,4,3.518513939877887,3.0,79.0,5.102776614883441
350,1,4.0,4,4.492760389026837,22.0,370.0,6.970737286740747
351,1,9.0,4,4.260071387985074,5.0,166.0,5.779884963192644
352,1,9.0,3,4.534026106056134,5.0,18.0,4.537819095073274
353,2,9.0,3,0.0,0.0,26.0,5.255754786643044
354,2,9.0,4,0.0,0.0,180.0,6.02411607282677
355,1,9.0,4,5.3694014136966235,50.0,0.0,0.0
356,1,3.0,4,5.200850498091077,30.0,125.0,5.717087724927018
357,2,3.0,3,4.305351369446623,29.0,55.0,5.2499317566341945
358,1,3.0,4,4.768638101247614,51.0,46.0,5.308777773664721
359,2,3.0,3,4.995196291597179,30.0,68.0,5.436321700139732
360,2,1.0,3,4.093421685162235,11.0,38.0,5.009450895798694
361,2,9.0,3,4.931457870689004,12.0,8.0,4.29666519026153
362,2,3.0,4,4.510545010206612,2.0,53.0,5.432327792261604
363,2,3.0,4,0.0,0.0,105.0,5.725584972270694
364,1,3.0,4,4.86569605991607,42.0,0.0,0.0
365,2,3.0,3,4.049218022670181,4.0,45.0,5.367542273520576
366,1,3.0,3,4.602059991327962,2.0,66.0,5.609380944250707
367,2,3.0,3,4.70926996097583,14.0,43.0,5.218010042984363
368,2,9.0,3,4.113943352306836,5.0,117.0,5.01703333929878
369,1,9.0,4,4.489958479424835,8.0,211.0,5.768712080377663
370,1,3.0,4,4.2944662261615925,22.0,39.0,4.991669007379948
371,1,3.0,6,4.505149978319905,4.0,18.0,5.8481891169913975
372,2,9.0,3,4.2944662261615925,5.0,68.0,5.269512944217916
373,2,3.0,3,4.285557309007774,22.0,69.0,4.992553517832135
374,1,9.0,3,3.6532125137753435,3.0,0.0,0.0
375,1,9.0,6,4.676693609624866,31.0,6.0,4.460897842756547
376,2,3.0,4,0.0,0.0,88.0,5.617524534886292
377,2,3.0,3,4.079181246047624,2.0,366.0,5.443575879750258
378,1,3.0,4,4.230448921378274,10.0,0.0,0.0
379,2,3.0,4,5.196728722623287,55.0,0.0,0.0
380,2,9.0,4,4.68304703823885,22.0,0.0,0.0
381,2,3.0,3,0.0,0.0,83.0,5.349471799214385
382,2,9.0,4,4.4471580313422185,11.0,129.0,5.670802284260943
383,1,4.0,5,2.602059991327962,2.0,0.0,0.0
384,1,3.0,4,0.0,0.0,32.0,5.312388949370591
385,2,9.0,4,5.264817823009536,8.0,65.0,5.054613054556888
386,2,3.0,4,5.074084689028243,41.0,306.0,6.218272853571447
387,2,9.0,3,3.5682017240669945,5.0,112.0,5.933132823726734
388,1,9.0,3,4.6095944092252195,32.0,55.0,5.670524157782079
389,2,3.0,3,4.440909082065217,4.0,199.0,5.564310909960603
390,2,3.0,5,3.1461280356782377,2.0,27.0,4.840733234611806
391,1,1.0,5,5.301029995663981,1.0,2.0,4.835690571492425
392,1,3.0,4,4.421603926869831,9.0,37.0,4.874481817699466
393,1,3.0,3,0.0,0.0,30.0,4.851869600729766
394,2,9.0,4,0.0,0.0,0.0,0.0
395,1,3.0,3,4.619093330626742,18.0,67.0,5.063708559391417
396,2,9.0,4,3.8450980400142565,2.0,0.0,0.0
397,2,3.0,3,4.534026106056134,36.0,116.0,6.161427900791293
398,1,3.0,3,3.8750612633916997,5.0,0.0,0.0
399,2,3.0,5,4.602059991327962,19.0,73.0,5.363235804483693
400,1,3.0,5,5.422261450813602,144.0,0.0,0.0
401,1,9.0,4,3.322219294733919,1.0,38.0,4.782472624166285
402,1,3.0,4,5.194236748723829,24.0,34.0,5.329397879361043
403,1,3.0,2,4.946943270697825,22.0,50.0,4.889861721258188
404,1,9.0,4,4.891537457672563,43.0,74.0,5.598790506763114
405,2,3.0,4,4.725094521081469,35.0,3.0,3.8808135922807914
406,1,3.0,3,0.0,0.0,0.0,0.0
407,1,9.0,4,0.0,0.0,21.0,4.679427896612119
408,2,3.0,4,5.04099769242349,22.0,114.0,5.57310378316399
409,2,9.0,3,4.725094521081469,38.0,62.0,5.426998958756537
410,2,3.0,3,3.9542425094393248,1.0,0.0,0.0
411,1,9.0,5,3.770852011642144,4.0,0.0,0.0
412,2,9.0,3,4.627365856592732,39.0,28.0,4.8109042806687
413,1,3.0,4,4.133538908370217,16.0,33.0,4.715167357848457
414,2,3.0,5,0.0,0.0,56.0,5.841109084468154
415,1,9.0,3,4.487138375477186,19.0,0.0,0.0
416,1,9.0,4,0.0,0.0,0.0,0.0
417,1,3.0,3,4.522444233506319,18.0,86.0,6.074633618296904
418,1,9.0,4,4.653212513775343,4.0,39.0,5.575880315680646
419,1,3.0,4,4.838849090737255,4.0,47.0,5.647089428716555
420,1,3.0,5,0.0,0.0,6.0,4.894869656745252
421,1,13.0,4,4.643452676486187,16.0,118.0,5.585799009013001
422,1,9.0,3,4.587710965018911,12.0,0.0,0.0
423,1,9.0,3,4.76715586608218,16.0,0.0,0.0
424,2,3.0,4,4.324282455297692,10.0,47.0,5.086715663944882
425,2,9.0,4,4.591064607026499,4.0,400.0,5.315550534421904
426,2,3.0,5,0.0,0.0,0.0,0.0
427,2,9.0,3,4.687528961214634,9.0,283.0,5.488550716500444
