id,income
50612,26253.191
50613,28035.309
50614,18140.492
50615,37975.406
50616,24259.191
50617,39107.65
50618,35802.613
50619,23966.693
50620,35298.15
50621,28285.883
50622,87456.305
50623,72546.58
50624,65477.42
50625,38860.344
50626,38458.434
50627,31461.59
50628,44112.836
50629,32565.326
50630,63667.17
50631,34330.223
50632,56246.902
50633,36137.32
50634,30386.625
50635,40811.984
50636,39580.566
50637,39903.65
50638,64457.113
50639,34536.555
50640,45503.17
50641,96929.336
50642,24407.729
50643,44629.516
50644,56058.473
50645,96896.85
50646,41854.5
50647,43968.35
50648,37043.258
50649,25028.812
50650,45869.125
50651,31199.15
50652,46626.363
50653,27165.104
50654,25528.162
50655,43678.074
50656,36943.723
50657,25015.828
50658,32534.18
50659,48065.207
50660,37078.203
50661,37375.41
50662,26785.936
50663,87124.02
50664,46712.465
50665,16458.305
50666,74155.9
50667,54496.91
50668,38941.53
50669,34286.24
50670,39285.613
50671,35795.04
50672,46170.4
50673,84038.28
50674,35460.348
50675,74629.805
50676,44220.184
50677,35078.492
50678,24107.22
50679,40881.875
50680,24380.588
50681,41928.28
50682,20269.193
50683,48070.12
50684,36875.324
50685,40836.266
50686,13241.374
50687,21244.092
50688,19869.78
50689,46649.22
50690,55872.094
50691,39544.9
50692,30993.344
50693,36230.082
50694,20317.34
50695,36162.42
50696,43061.492
50697,128011.305
50698,20101.984
50699,21664.65
50700,49955.27
50701,15223.41
50702,38166.715
50703,114998.39
50704,56889.164
50705,31022.723
50706,27904.617
50707,34423.156
50708,41107.23
50709,38563.992
50710,47224.117
50711,46474.43
50712,47523.03
50713,28319.385
50714,24125.531
50715,22450.02
50716,38127.98
50717,28158.703
50718,34852.35
50719,10694.975
50720,34863.574
50721,18665.05
50722,49392.7
50723,48086.133
50724,29269.182
50725,28277.021
50726,33156.574
50727,28980.238
50728,18932.713
50729,22115.97
50730,25860.396
50731,38903.613
50732,84396.32
50733,16779.242
50734,35336.48
50735,23407.46
50736,33156.574
50737,39526.18
50738,44144.66
50739,38728.086
50740,58800.434
50741,24002.266
50742,32906.09
50743,54340.473
50744,43897.11
50745,58510.17
50746,50020.523
50747,48524.418
50748,42969.21
50749,23638.73
50750,-21155.441
50751,31097.316
50752,121101.19
50753,2005.9589
50754,44284.05
50755,30281.266
50756,25574.34
50757,32691.535
50758,95371.61
50759,41212.543
50760,63689.195
50761,40460.71
50762,27090.695
50763,36620.64
50764,35179.836
50765,25187.723
50766,19673.53
50767,39087.203
50768,29525.629
50769,27965.314
50770,22474.955
50771,32480.084
50772,24534.41
50773,64734.883
50774,33879.734
50775,116826.766
50776,41646.727
50777,32676.521
50778,28778.992
50779,32772.516
50780,37771.164
50781,47688.16
50782,35298.15
50783,37010.047
50784,42301.926
50785,23299.22
50786,28382.236
50787,22201.21
50788,26650.246
50789,34165.527
50790,29172.941
50791,38343.543
50792,41605.902
50793,32943.12
50794,49862.598
50795,143460.98
50796,40854.633
50797,31855.441
50798,30088.498
50799,114773.29
50800,105872.375
50801,29860.979
50802,47555.54
50803,33644.96
50804,36976.906
50805,36194.863
50806,126452.91
50807,50441.465
50808,34349.96
50809,25358.979
50810,25939.582
50811,33286.152
50812,64733.4
50813,66565.58
50814,41772.43
50815,25444.475
50816,32908.703
50817,22885.975
50818,32899.22
50819,29356.977
50820,33983.4
50821,28882.508
50822,23800.266
50823,26321.258
50824,117623.766
50825,30009.293
50826,28494.447
50827,37997.613
50828,38360.902
50829,90183.695
50830,27330.434
50831,17009.523
50832,26201.045
50833,74386.375
50834,18638.238
50835,39099.05
50836,28857.404
50837,28653.377
50838,110766.04
50839,37567.41
50840,31827.328
50841,41917.695
50842,67595.71
50843,24754.553
50844,48039.79
50845,81630.63
50846,26546.97
50847,26589.209
50848,43825.8
50849,68941.336
50850,33916.27
50851,83724.76
50852,27078.275
50853,36943.723
50854,53728.473
50855,16754.191
50856,57384.51
50857,18285.764
50858,25010.656
50859,24323.55
50860,40836.266
50861,18288.338
50862,86588.414
50863,38772.8
50864,37238.723
50865,70224.77
50866,59896.574
50867,37238.723
50868,28851.66
50869,36771.273
50870,35152.402
50871,34103.633
50872,37250.242
50873,-8914.16
50874,25846.791
50875,25044.865
50876,149843.86
50877,47440.965
50878,34639.56
50879,27176.498
50880,34578.13
50881,27109.031
50882,23464.656
50883,35046.56
50884,34741.188
50885,24558.385
50886,78856.9
50887,89100.72
50888,36943.723
50889,37382.734
50890,36799.523
50891,21595.535
50892,63789.37
50893,154860.75
50894,49234.71
50895,33415.0
50896,79277.2
50897,25476.203
50898,25308.508
50899,55560.867
50900,65708.695
50901,33009.707
50902,29135.266
50903,31561.514
50904,15717.079
50905,35842.75
50906,54840.598
50907,19496.281
50908,36560.1
50909,32736.127
50910,36911.637
50911,27170.031
50912,24027.988
50913,55476.496
50914,88594.57
50915,53207.473
50916,30769.943
50917,81940.52
50918,44618.02
50919,57208.977
50920,36762.098
50921,30178.002
50922,23799.062
50923,33803.49
50924,42452.98
50925,38194.0
50926,33027.43
50927,23083.363
50928,26966.207
50929,31726.361
50930,47984.6
50931,28729.43
50932,22537.854
50933,93676.23
50934,23382.834
50935,38563.992
50936,31078.512
50937,26688.037
50938,24562.395
50939,60284.918
50940,24895.887
50941,36562.957
50942,37607.332
50943,30010.24
50944,24495.389
50945,35340.633
50946,41611.938
50947,63676.496
50948,24265.293
50949,25114.424
50950,34990.277
50951,29357.373
50952,25088.365
50953,43338.93
50954,13851.698
50955,91500.12
50956,40299.848
50957,38563.992
50958,23357.787
50959,45777.16
50960,26322.438
50961,37644.992
50962,70043.555
50963,55044.6
50964,32048.525
50965,21872.355
50966,73986.125
50967,38400.26
50968,36413.766
50969,38201.14
50970,20843.477
50971,32635.273
50972,36148.844
50973,38563.992
50974,40987.184
50975,31993.633
50976,32666.75
50977,144000.72
50978,69196.984
50979,43297.355
50980,39361.04
50981,32223.164
50982,43604.668
50983,19281.004
50984,22330.082
50985,34647.246
50986,37463.75
50987,141651.64
50988,14615.802
50989,31797.248
50990,43602.39
50991,63897.2
50992,21354.855
50993,117756.05
50994,51188.32
50995,5956.5347
50996,37899.996
50997,20526.555
50998,42192.723
50999,28137.686
51000,50961.57
51001,41291.12
51002,34450.125
51003,34200.863
51004,145471.38
51005,24252.707
51006,23634.416
51007,34503.6
51008,42974.336
51009,31580.234
51010,88690.28
51011,25450.723
51012,36283.12
51013,32165.6
51014,39533.156
51015,23097.975
51016,30435.44
51017,40836.266
51018,29277.195
51019,20721.805
51020,50763.152
51021,105417.44
51022,20930.998
51023,35707.13
51024,28946.748
51025,71890.73
51026,44446.5
51027,86563.54
51028,78851.164
51029,35184.45
51030,36397.285
51031,69960.586
51032,24894.297
51033,78054.4
51034,68929.64
51035,37253.105
51036,41460.547
51037,16169.568
51038,38298.758
51039,32393.096
51040,37461.32
51041,38563.992
51042,24505.875
51043,31238.729
51044,45949.6
51045,35896.85
51046,23122.986
51047,38040.766
51048,112455.805
51049,81545.695
51050,44741.715
51051,39561.934
51052,22919.75
51053,88020.984
51054,20725.451
51055,126751.82
51056,44126.316
51057,39676.797
51058,26268.834
51059,29076.006
51060,51559.85
51061,21485.176
51062,54192.09
51063,26068.55
51064,28539.602
51065,51801.57
51066,40541.004
51067,142742.05
51068,36005.35
51069,44125.812
51070,95559.21
51071,37305.27
51072,56952.754
51073,25899.256
51074,36318.074
51075,80390.914
51076,50140.305
51077,86828.33
51078,34687.754
51079,33685.258
51080,33981.35
51081,37760.77
51082,46243.97
51083,28940.018
51084,94755.24
51085,35346.062
51086,23477.695
51087,36273.75
51088,33017.41
51089,35298.15
51090,35355.242
51091,21677.379
51092,46548.88
51093,37238.723
51094,22931.777
51095,26365.336
51096,37173.367
51097,23236.469
51098,28675.66
51099,33156.574
51100,2064.8574
51101,82450.69
51102,33067.13
51103,28566.672
51104,14334.302
51105,43686.414
51106,47297.03
51107,87911.66
51108,18753.592
51109,32538.537
51110,105773.63
51111,53994.766
51112,21492.416
51113,26147.84
51114,25599.178
51115,36943.723
51116,142208.1
51117,22972.934
51118,45242.38
51119,68629.16
51120,64044.66
51121,73792.31
51122,39754.586
51123,38728.844
51124,23595.357
51125,36333.06
51126,85255.96
51127,41603.402
51128,54289.543
51129,75004.17
51130,50433.832
51131,62303.145
51132,64261.387
51133,19957.664
51134,49478.316
51135,38860.344
51136,52041.32
51137,36840.414
51138,73051.914
51139,37213.168
51140,43187.24
51141,32981.902
51142,27119.89
51143,31288.965
51144,60744.234
51145,15926.644
51146,110268.734
51147,56502.63
51148,40921.75
51149,32808.05
51150,38789.633
51151,34705.918
51152,26557.443
51153,22524.156
51154,22815.973
51155,73815.375
51156,26691.633
51157,86690.81
51158,32933.215
51159,32039.627
51160,37238.723
51161,28045.873
51162,53551.074
51163,36943.723
51164,38526.39
51165,68473.57
51166,36961.453
51167,26449.082
51168,44207.168
51169,92652.516
51170,30740.691
51171,46515.79
51172,23054.945
51173,9322.981
51174,79788.375
51175,62512.96
51176,47454.004
51177,18585.09
51178,24103.875
51179,37730.594
51180,18331.057
51181,33712.984
51182,21494.594
51183,34994.973
51184,36584.473
51185,11222.337
51186,42122.824
51187,30961.318
51188,42187.51
51189,33071.527
51190,37131.156
51191,33014.01
51192,22801.732
51193,36732.92
51194,41030.26
51195,26478.684
51196,47719.465
51197,29216.586
51198,37434.3
51199,102965.445
51200,38386.336
51201,2129.275
51202,25179.87
51203,146504.88
51204,69481.89
51205,37166.39
51206,36584.473
51207,12467.625
51208,38878.574
51209,17648.014
51210,34629.082
51211,35691.547
51212,49794.59
51213,28519.834
51214,77068.375
51215,76879.84
51216,31840.988
51217,32906.434
51218,45353.7
51219,44018.934
51220,15505.055
51221,33824.06
51222,21408.645
51223,56995.5
51224,58074.21
51225,49076.39
51226,37833.895
51227,51707.65
51228,41353.36
51229,36344.414
51230,36083.81
51231,48728.473
51232,77193.64
51233,38160.117
51234,34805.3
51235,74390.945
51236,24261.795
51237,38563.992
51238,21033.656
51239,67501.445
51240,33156.574
51241,20647.74
51242,43003.67
51243,39789.17
51244,87095.0
51245,65912.73
51246,36943.723
51247,98582.35
51248,40836.266
51249,53047.06
51250,44063.043
51251,23699.6
51252,63983.695
51253,30318.295
51254,63260.95
51255,27392.836
51256,14393.727
51257,26982.324
51258,9208.844
51259,36437.723
51260,41622.93
51261,14773.871
51262,32785.586
51263,27650.947
51264,55066.977
51265,33793.234
51266,33614.703
51267,54907.15
51268,60687.45
51269,57340.906
51270,25541.703
51271,12870.624
51272,33288.246
51273,48096.82
51274,31220.387
51275,29915.709
51276,41226.645
51277,38949.633
51278,16055.669
51279,64419.574
51280,19734.768
51281,27533.764
51282,27027.688
51283,125078.6
51284,47410.055
51285,20610.04
51286,25685.91
51287,34828.496
51288,19991.93
51289,33420.605
51290,30898.344
51291,95556.8
51292,111572.04
51293,105823.01
51294,37803.63
51295,36456.977
51296,39571.08
51297,38734.605
51298,33156.574
51299,27845.531
51300,22377.453
51301,33020.13
51302,36148.695
51303,23555.209
51304,46231.895
51305,28514.525
51306,20378.635
51307,37238.723
51308,34994.973
51309,18553.033
51310,29335.504
51311,20770.799
51312,3176.0435
51313,37852.56
51314,34113.023
51315,23977.303
51316,37238.723
51317,112142.34
51318,34837.863
51319,23473.297
51320,31942.18
51321,29283.234
51322,39048.723
51323,42810.18
51324,32144.094
51325,40556.11
51326,25174.662
51327,43629.793
51328,29641.053
51329,46466.49
51330,42845.477
51331,64011.81
51332,64692.367
51333,22942.432
51334,37194.816
51335,34647.246
51336,138765.25
51337,81948.87
51338,63989.426
51339,18131.207
51340,123430.46
51341,30577.31
51342,73103.24
51343,26890.338
51344,28893.834
51345,62522.94
51346,46032.39
51347,51041.113
51348,34212.1
51349,35235.52
51350,38286.81
51351,24243.861
51352,35933.305
51353,33813.773
51354,33467.625
51355,23150.066
51356,31025.709
51357,34850.457
51358,35979.945
51359,31299.96
51360,34994.973
51361,34896.055
51362,35846.66
51363,24003.379
51364,40871.85
51365,14599.579
51366,41705.773
51367,17376.277
51368,167002.9
51369,143907.88
51370,34994.973
51371,81365.766
51372,48865.344
51373,27326.65
51374,28862.596
51375,19595.371
51376,116523.234
51377,36263.375
51378,36444.586
51379,22325.059
51380,34450.35
51381,25199.588
51382,30133.264
51383,30099.08
51384,105504.25
51385,22076.44
51386,28870.98
51387,146020.05
51388,29806.998
51389,29921.824
51390,22549.873
51391,21364.04
51392,58064.34
51393,59507.348
51394,33156.574
51395,33666.867
51396,35882.64
51397,41790.78
51398,39903.48
51399,45251.297
51400,43028.438
51401,43960.105
51402,36580.355
51403,38563.992
51404,33121.797
51405,52003.17
51406,47691.96
51407,21821.098
51408,23576.62
51409,62201.04
51410,34086.516
51411,18544.344
51412,55015.46
51413,26675.102
51414,36071.164
51415,33677.34
51416,33907.61
51417,20048.537
51418,16336.423
51419,29807.318
51420,36863.605
51421,29007.65
51422,35330.664
51423,18724.906
51424,41226.645
51425,34373.023
51426,28218.477
51427,16910.533
51428,24875.432
51429,31963.115
51430,40836.266
51431,90715.016
51432,39268.918
51433,21607.2
51434,26471.21
51435,17697.42
51436,73825.27
51437,45534.992
51438,26542.389
51439,31988.264
51440,28388.295
51441,36201.06
51442,87814.164
51443,60140.46
51444,34994.973
51445,43566.777
51446,27225.943
51447,35123.707
51448,35752.78
51449,46516.33
51450,24414.613
51451,12083.612
51452,26498.266
51453,118973.46
51454,23448.701
51455,19282.346
51456,35979.24
51457,30911.57
51458,48661.016
51459,31462.307
51460,41733.715
51461,123776.53
51462,35858.3
51463,125819.52
51464,34393.92
51465,47063.64
51466,36137.168
51467,39514.688
51468,35353.652
51469,24032.318
51470,20646.854
51471,-4192.0356
51472,19581.496
51473,25231.377
51474,33659.504
51475,51369.492
51476,32009.135
51477,31131.457
51478,32785.96
51479,36943.723
51480,41879.863
51481,21163.92
51482,27843.137
51483,30448.072
51484,44785.7
51485,80884.92
51486,33989.36
51487,22284.965
51488,23819.955
51489,33857.54
51490,36996.242
51491,40248.633
51492,36584.473
51493,36008.68
51494,48436.902
51495,31541.023
51496,37700.43
51497,54007.773
51498,25832.3
51499,50385.492
51500,34800.39
51501,32149.479
51502,41507.207
51503,28106.19
51504,35238.855
51505,36584.473
51506,31523.143
51507,138148.36
51508,31284.152
51509,29292.066
51510,37372.996
51511,27008.418
51512,65280.336
51513,70291.92
51514,34994.973
51515,116067.59
51516,18616.824
51517,38658.656
51518,65771.03
51519,36773.383
51520,25228.41
51521,36875.324
51522,24351.535
51523,36943.723
51524,25189.273
51525,25701.307
51526,24531.182
51527,29768.566
51528,43309.094
51529,21987.355
51530,34994.973
51531,26907.96
51532,34994.973
51533,43517.637
51534,38470.258
51535,37649.992
51536,34614.844
51537,89030.97
51538,32644.428
51539,46113.188
51540,28683.836
51541,14727.85
51542,35526.246
51543,31608.848
51544,57974.082
51545,37286.957
51546,55366.605
51547,60917.92
51548,48050.668
51549,30578.705
51550,20718.492
51551,41605.824
51552,39003.895
51553,92282.84
51554,21360.422
51555,47011.414
51556,38569.24
51557,100149.89
51558,33659.63
51559,39190.38
51560,60533.492
51561,2530.98
51562,14262.364
51563,35354.574
51564,32672.262
51565,35045.957
51566,60268.7
51567,29479.898
51568,37121.58
51569,33092.727
51570,39711.715
51571,46031.707
51572,31482.863
51573,21453.95
51574,18466.592
51575,48567.863
51576,32659.977
51577,24726.945
51578,18081.307
51579,43713.7
51580,47525.297
51581,54967.152
51582,35449.16
51583,26364.795
51584,30159.053
51585,25620.24
51586,42452.945
51587,25168.873
51588,51993.86
51589,35298.15
51590,37513.906
51591,25366.25
51592,37688.918
51593,141082.84
51594,37088.754
51595,35959.01
51596,71721.78
51597,27648.916
51598,49705.234
51599,35001.133
51600,20064.197
51601,49054.527
51602,82991.26
51603,37357.242
51604,92938.555
51605,46284.98
51606,38632.426
51607,49532.09
51608,39236.145
51609,36112.01
51610,23785.03
51611,41821.375
51612,28046.926
51613,51700.297
51614,53550.934
51615,23019.56
51616,91355.79
51617,18114.287
51618,74218.12
51619,39925.312
51620,54466.414
51621,49908.504
51622,39770.523
51623,45146.574
51624,33399.26
51625,34869.855
51626,-2937.0498
51627,43356.496
51628,41057.562
51629,20193.875
51630,53792.492
51631,33303.73
51632,31698.807
51633,31667.31
51634,28002.578
51635,43921.836
51636,35567.254
51637,36589.645
51638,31837.184
51639,60938.55
51640,35444.418
51641,19318.357
51642,34461.703
51643,19905.98
51644,33753.133
51645,25120.309
51646,29582.447
51647,39135.68
51648,33595.363
51649,41590.305
51650,60074.61
51651,105360.38
51652,22107.252
51653,38611.62
51654,23238.566
51655,31862.822
51656,68444.22
51657,39236.145
51658,37238.723
51659,62454.78
51660,39751.492
51661,38561.93
51662,24126.451
51663,40087.414
51664,24407.041
51665,90965.625
51666,31693.527
51667,36671.82
51668,63611.055
51669,28103.793
51670,19927.123
51671,17188.424
51672,23005.322
51673,28711.621
51674,38860.344
51675,42218.965
51676,57512.926
51677,27676.787
51678,14979.038
51679,33112.523
51680,35659.527
51681,25645.46
51682,32794.277
51683,49898.41
51684,21998.566
51685,22496.223
51686,46616.28
51687,33700.438
51688,-20823.643
51689,32566.316
51690,35133.055
51691,119247.14
51692,30789.13
51693,27291.59
51694,32064.084
51695,21139.564
51696,73797.984
51697,25011.654
51698,76567.516
51699,82381.02
51700,37523.758
51701,26922.084
51702,35888.004
51703,43460.934
51704,22561.3
51705,21567.758
51706,21425.615
51707,60340.05
51708,30671.064
51709,91485.984
51710,111675.88
51711,44378.3
51712,24695.197
51713,44503.906
51714,30150.031
51715,41226.645
51716,42568.266
51717,47151.668
51718,45714.39
51719,48498.543
51720,34856.85
51721,34181.113
51722,36301.688
51723,34647.246
51724,89346.04
51725,28144.059
51726,32570.42
51727,79741.836
51728,36584.473
51729,32624.281
51730,110987.71
51731,54809.793
51732,42132.668
51733,23419.033
51734,26226.535
51735,57013.617
51736,36710.67
51737,18667.87
51738,36541.793
51739,35907.33
51740,48565.914
51741,22778.453
51742,38007.984
51743,37458.473
51744,24419.691
51745,41241.742
51746,111712.31
51747,25271.5
