id,gender,ocp_cd,age,cc_txn_amt,cc_count,kp_txn_count,kp_txn_amt
154,1,3.0,4,201900.0,65.0,30.0,380700.0
155,1,9.0,4,16000.0,8.0,0.0,0.0
156,2,3.0,4,64900.0,33.0,84.0,634900.0
157,2,9.0,4,0.0,0.0,0.0,0.0
158,2,9.0,5,0.0,0.0,0.0,0.0
159,2,9.0,4,2300.0,4.0,0.0,0.0
160,2,3.0,3,183400.0,62.0,77.0,537300.0
161,2,3.0,4,50600.0,12.0,41.0,22200.0
162,2,3.0,6,58300.0,55.0,14.0,662300.0
163,1,9.0,3,73600.0,38.0,79.0,357800.0
164,2,3.0,4,39300.0,52.0,11.0,42900.0
165,2,9.0,4,65100.0,18.0,40.0,146100.0
166,1,3.0,3,0.0,0.0,20.0,458500.0
167,2,3.0,4,0.0,0.0,67.0,467800.0
168,1,3.0,4,12800.0,4.0,4.0,8100.0
169,2,3.0,5,111100.0,6.0,0.0,0.0
170,1,9.0,4,26700.0,10.0,32.0,99500.0
171,2,3.0,4,33400.0,44.0,4.0,66500.0
172,2,3.0,3,7500.0,6.0,52.0,784600.0
173,1,9.0,4,26000.0,2.0,376.0,2820000.0
174,2,3.0,3,0.0,0.0,51.0,79000.0
175,1,3.0,3,41800.0,4.0,51.0,419200.0
176,2,1.0,5,18000.0,5.0,0.0,0.0
177,1,9.0,3,7800.0,5.0,99.0,344400.0
178,1,3.0,5,15800.0,16.0,0.0,0.0
179,2,3.0,3,28200.0,14.0,95.0,96100.0
180,2,9.0,4,38900.0,47.0,0.0,0.0
181,1,9.0,3,39600.0,15.0,36.0,158500.0
182,2,5.0,6,0.0,0.0,38.0,133800.0
183,1,3.0,4,70900.0,41.0,19.0,219300.0
184,1,3.0,3,52400.0,27.0,60.0,176800.0
185,2,3.0,5,41300.0,7.0,26.0,115900.0
186,2,9.0,3,45100.0,48.0,0.0,0.0
187,2,9.0,4,400.0,1.0,87.0,95700.0
188,1,9.0,3,0.0,0.0,0.0,0.0
189,1,3.0,3,31000.0,22.0,33.0,165800.0
190,2,4.0,4,4400.0,4.0,82.0,649200.0
191,1,4.0,5,0.0,0.0,33.0,71000.0
192,1,9.0,3,471700.0,230.0,0.0,0.0
193,1,9.0,4,34200.0,5.0,6.0,1500.0
194,1,3.0,3,70000.0,1.0,55.0,66500.0
195,2,9.0,3,78600.0,62.0,41.0,169500.0
196,1,9.0,4,13000.0,2.0,114.0,388200.0
197,2,9.0,3,13900.0,13.0,0.0,0.0
198,2,9.0,3,6400.0,4.0,27.0,48400.0
199,2,2.0,6,109000.0,9.0,0.0,0.0
200,1,3.0,3,2700.0,2.0,25.0,17900.0
201,1,3.0,4,0.0,0.0,0.0,0.0
202,1,9.0,4,16700.0,5.0,0.0,0.0
203,1,3.0,5,19800.0,6.0,86.0,1252500.0
204,2,3.0,3,22400.0,12.0,165.0,1027800.0
205,1,3.0,3,1825700.0,149.0,42.0,2224700.0
206,1,3.0,5,4100.0,6.0,2.0,2100.0
207,1,3.0,4,145400.0,14.0,101.0,581800.0
208,1,13.0,6,34000.0,14.0,0.0,0.0
209,2,9.0,4,17000.0,8.0,47.0,89100.0
210,1,9.0,6,1600.0,1.0,0.0,0.0
211,2,3.0,4,0.0,0.0,216.0,409500.0
212,1,9.0,4,37300.0,10.0,80.0,155700.0
213,1,9.0,3,11600.0,5.0,93.0,166400.0
214,2,3.0,5,6000.0,1.0,0.0,0.0
215,2,3.0,4,28000.0,9.0,19.0,260100.0
216,1,9.0,3,26300.0,7.0,75.0,1880900.0
217,2,1.0,3,81100.0,11.0,26.0,192900.0
218,1,9.0,3,14500.0,26.0,115.0,180500.0
219,1,3.0,5,13400.0,5.0,109.0,1035100.0
220,1,9.0,6,44000.0,33.0,0.0,0.0
221,2,9.0,4,25100.0,9.0,67.0,137800.0
222,1,3.0,3,15700.0,14.0,35.0,113700.0
223,1,9.0,4,207000.0,98.0,44.0,448700.0
224,1,3.0,5,10000.0,2.0,0.0,0.0
225,2,3.0,3,9000.0,1.0,76.0,119900.0
226,1,3.0,5,1000.0,1.0,24.0,87400.0
227,1,3.0,4,33500.0,49.0,0.0,0.0
228,1,3.0,3,45000.0,6.0,47.0,162800.0
229,2,9.0,4,10700.0,15.0,0.0,0.0
230,2,3.0,4,20500.0,4.0,50.0,208600.0
231,1,3.0,4,16700.0,6.0,39.0,107600.0
232,2,3.0,4,25500.0,3.0,65.0,190100.0
233,1,3.0,4,118100.0,86.0,107.0,706900.0
234,1,9.0,5,72900.0,94.0,105.0,272300.0
235,2,3.0,3,64900.0,24.0,194.0,3707100.0
236,2,9.0,3,70100.0,36.0,204.0,683500.0
237,2,3.0,3,46100.0,38.0,791.0,1383900.0
238,1,9.0,3,117300.0,43.0,1.0,200.0
239,1,9.0,5,37100.0,5.0,1.0,8300.0
240,1,3.0,4,106800.0,11.0,24.0,355900.0
241,1,9.0,4,37900.0,48.0,112.0,450700.0
242,1,4.0,5,3700.0,5.0,0.0,0.0
243,2,3.0,5,19900.0,4.0,0.0,0.0
244,1,9.0,4,33400.0,20.0,169.0,176900.0
245,2,3.0,5,18800.0,6.0,0.0,0.0
246,1,9.0,4,46300.0,18.0,47.0,2731000.0
247,2,3.0,3,36400.0,16.0,68.0,103100.0
248,1,3.0,6,234000.0,65.0,0.0,0.0
249,1,9.0,4,0.0,0.0,0.0,0.0
250,2,3.0,3,68800.0,45.0,292.0,2855100.0
251,2,3.0,4,0.0,0.0,45.0,73500.0
252,2,9.0,4,18600.0,12.0,96.0,69600.0
253,2,9.0,3,27900.0,17.0,86.0,238200.0
254,1,9.0,4,15000.0,4.0,0.0,0.0
255,2,3.0,4,13500.0,6.0,0.0,0.0
256,1,3.0,5,0.0,0.0,0.0,0.0
257,1,9.0,3,90900.0,28.0,52.0,273400.0
258,2,3.0,3,64300.0,14.0,153.0,452900.0
259,1,9.0,4,66800.0,29.0,0.0,0.0
260,1,3.0,4,5600.0,4.0,0.0,0.0
261,1,9.0,6,0.0,0.0,0.0,0.0
262,1,4.0,4,1382300.0,193.0,31.0,147900.0
263,1,4.0,5,0.0,0.0,12.0,206400.0
264,1,9.0,5,0.0,0.0,27.0,126100.0
265,1,3.0,4,118600.0,5.0,42.0,642500.0
266,2,9.0,4,13500.0,4.0,0.0,0.0
267,1,4.0,4,51500.0,25.0,74.0,468500.0
268,1,3.0,4,16400.0,11.0,37.0,53000.0
269,1,3.0,2,61100.0,27.0,44.0,245900.0
270,1,9.0,4,25000.0,7.0,9.0,9000.0
271,2,9.0,4,58100.0,49.0,27.0,148700.0
272,2,9.0,5,192900.0,17.0,224.0,799200.0
273,1,9.0,4,43900.0,35.0,42.0,88900.0
274,2,9.0,4,28900.0,16.0,0.0,0.0
275,2,9.0,4,27700.0,18.0,49.0,163800.0
276,2,3.0,3,0.0,0.0,55.0,68000.0
277,2,3.0,3,8000.0,1.0,85.0,31200.0
278,1,9.0,3,65300.0,26.0,120.0,214300.0
279,2,3.0,3,3100.0,7.0,70.0,421400.0
280,2,3.0,4,2600.0,3.0,27.0,38100.0
281,1,3.0,5,33900.0,17.0,45.0,35800.0
282,2,9.0,4,0.0,0.0,0.0,0.0
283,1,9.0,3,20500.0,25.0,44.0,228500.0
284,2,3.0,3,53900.0,35.0,18.0,59700.0
285,2,3.0,4,17400.0,20.0,58.0,74600.0
286,1,9.0,4,0.0,0.0,3.0,500.0
287,1,3.0,6,0.0,0.0,33.0,184500.0
288,1,9.0,3,215200.0,46.0,43.0,460000.0
289,2,3.0,4,24400.0,19.0,104.0,135300.0
290,2,3.0,3,44100.0,25.0,125.0,369900.0
291,1,3.0,3,57000.0,48.0,52.0,285700.0
292,2,9.0,3,3300.0,5.0,86.0,90900.0
293,2,12.0,4,244700.0,94.0,39.0,378500.0
294,1,3.0,4,34500.0,21.0,32.0,52400.0
295,2,3.0,4,0.0,0.0,45.0,90400.0
296,1,9.0,5,123900.0,86.0,0.0,0.0
297,2,3.0,3,1500.0,1.0,113.0,189500.0
298,2,3.0,3,53700.0,21.0,61.0,92400.0
299,1,9.0,3,32000.0,10.0,45.0,587100.0
300,1,4.0,4,118900.0,55.0,0.0,0.0
301,2,9.0,4,40300.0,26.0,75.0,151500.0
302,2,3.0,5,34900.0,14.0,28.0,113700.0
303,1,3.0,3,45300.0,51.0,0.0,0.0
304,2,3.0,3,1700.0,4.0,27.0,69000.0
305,1,3.0,4,8600.0,6.0,30.0,75200.0
306,2,3.0,4,27300.0,13.0,0.0,0.0
307,1,9.0,6,0.0,0.0,0.0,0.0
308,2,3.0,3,48300.0,18.0,45.0,93200.0
309,1,3.0,4,55800.0,46.0,0.0,0.0
310,2,7.0,5,143900.0,12.0,849.0,6426600.0
311,2,3.0,5,78600.0,7.0,0.0,0.0
312,2,9.0,3,3800.0,5.0,74.0,307100.0
313,2,3.0,4,39800.0,5.0,83.0,172700.0
314,2,9.0,5,22300.0,4.0,46.0,202200.0
315,2,9.0,4,4500.0,4.0,0.0,0.0
316,1,3.0,5,37900.0,8.0,0.0,0.0
317,1,3.0,5,0.0,0.0,19.0,276500.0
318,1,9.0,4,8900.0,11.0,27.0,31900.0
319,1,3.0,6,121600.0,18.0,0.0,0.0
320,2,9.0,4,8700.0,4.0,0.0,0.0
321,2,9.0,4,150900.0,24.0,0.0,0.0
322,1,3.0,4,494300.0,58.0,2.0,23300.0
323,2,3.0,4,36600.0,30.0,82.0,163300.0
324,1,9.0,4,16000.0,9.0,368.0,814100.0
325,1,9.0,3,400.0,1.0,62.0,94100.0
326,2,3.0,3,5000.0,1.0,58.0,119600.0
327,1,9.0,3,71800.0,42.0,15.0,10500.0
328,2,3.0,6,56200.0,9.0,59.0,461000.0
329,2,3.0,5,465100.0,1.0,0.0,0.0
330,2,7.0,3,5100.0,9.0,11.0,63600.0
331,1,3.0,4,77300.0,30.0,55.0,104000.0
332,2,9.0,4,131500.0,62.0,65.0,341700.0
333,1,3.0,3,26900.0,10.0,48.0,84800.0
334,1,9.0,3,63900.0,40.0,14.0,142200.0
335,2,9.0,3,20100.0,5.0,45.0,124900.0
336,1,7.0,4,178700.0,10.0,415.0,6906300.0
337,2,4.0,3,4100.0,2.0,222.0,4838800.0
338,1,4.0,6,476000.0,42.0,0.0,0.0
339,2,4.0,5,22100.0,9.0,0.0,0.0
340,1,3.0,5,61100.0,16.0,85.0,461200.0
341,1,9.0,4,6000.0,4.0,0.0,0.0
342,2,9.0,3,20500.0,3.0,62.0,103300.0
343,2,9.0,3,7700.0,7.0,77.0,85800.0
344,2,3.0,5,32800.0,18.0,40.0,102500.0
345,2,3.0,3,0.0,0.0,29.0,35300.0
346,2,3.0,6,107900.0,74.0,23.0,193700.0
347,2,9.0,5,264000.0,61.0,59.0,784800.0
348,1,4.0,6,1014000.0,28.0,0.0,0.0
349,1,9.0,4,3300.0,3.0,79.0,126700.0
350,1,4.0,4,31100.0,22.0,370.0,9348400.0
351,1,9.0,4,18200.0,5.0,166.0,602400.0
352,1,9.0,3,34200.0,5.0,18.0,34500.0
353,2,9.0,3,0.0,0.0,26.0,180200.0
354,2,9.0,4,0.0,0.0,180.0,1057100.0
355,1,9.0,4,234100.0,50.0,0.0,0.0
356,1,3.0,4,158800.0,30.0,125.0,521300.0
357,2,3.0,3,20200.0,29.0,55.0,177800.0
358,1,3.0,4,58700.0,51.0,46.0,203600.0
359,2,3.0,3,98900.0,30.0,68.0,273100.0
360,2,1.0,3,12400.0,11.0,38.0,102200.0
361,2,9.0,3,85400.0,12.0,8.0,19800.0
362,2,3.0,4,32400.0,2.0,53.0,270600.0
363,2,3.0,4,0.0,0.0,105.0,531600.0
364,1,3.0,4,73400.0,42.0,0.0,0.0
365,2,3.0,3,11200.0,4.0,45.0,233100.0
366,1,3.0,3,40000.0,2.0,66.0,406800.0
367,2,3.0,3,51200.0,14.0,43.0,165200.0
368,2,9.0,3,13000.0,5.0,117.0,104000.0
369,1,9.0,4,30900.0,8.0,211.0,587100.0
370,1,3.0,4,19700.0,22.0,39.0,98100.0
371,1,3.0,6,32000.0,4.0,18.0,705000.0
372,2,9.0,3,19700.0,5.0,68.0,186000.0
373,2,3.0,3,19300.0,22.0,69.0,98300.0
374,1,9.0,3,4500.0,3.0,0.0,0.0
375,1,9.0,6,47500.0,31.0,6.0,28900.0
376,2,3.0,4,0.0,0.0,88.0,414500.0
377,2,3.0,3,12000.0,2.0,366.0,277700.0
378,1,3.0,4,17000.0,10.0,0.0,0.0
379,2,3.0,4,157300.0,55.0,0.0,0.0
380,2,9.0,4,48200.0,22.0,0.0,0.0
381,2,3.0,3,0.0,0.0,83.0,223600.0
382,2,9.0,4,28000.0,11.0,129.0,468600.0
383,1,4.0,5,400.0,2.0,0.0,0.0
384,1,3.0,4,0.0,0.0,32.0,205300.0
385,2,9.0,4,184000.0,8.0,65.0,113400.0
386,2,3.0,4,118600.0,41.0,306.0,1653000.0
387,2,9.0,3,3700.0,5.0,112.0,857300.0
388,1,9.0,3,40700.0,32.0,55.0,468300.0
389,2,3.0,3,27600.0,4.0,199.0,366700.0
390,2,3.0,5,1400.0,2.0,27.0,69300.0
391,1,1.0,5,200000.0,1.0,2.0,68500.0
392,1,3.0,4,26400.0,9.0,37.0,74900.0
393,1,3.0,3,0.0,0.0,30.0,71100.0
394,2,9.0,4,0.0,0.0,0.0,0.0
395,1,3.0,3,41600.0,18.0,67.0,115800.0
396,2,9.0,4,7000.0,2.0,0.0,0.0
397,2,3.0,3,34200.0,36.0,116.0,1450200.0
398,1,3.0,3,7500.0,5.0,0.0,0.0
399,2,3.0,5,40000.0,19.0,73.0,230800.0
400,1,3.0,5,264400.0,144.0,0.0,0.0
401,1,9.0,4,2100.0,1.0,38.0,60600.0
402,1,3.0,4,156400.0,24.0,34.0,213500.0
403,1,3.0,2,88500.0,22.0,50.0,77600.0
404,1,9.0,4,77900.0,43.0,74.0,397000.0
405,2,3.0,4,53100.0,35.0,3.0,7600.0
406,1,3.0,3,0.0,0.0,0.0,0.0
407,1,9.0,4,0.0,0.0,21.0,47800.0
408,2,3.0,4,109900.0,22.0,114.0,374200.0
409,2,9.0,3,53100.0,38.0,62.0,267300.0
410,2,3.0,3,9000.0,1.0,0.0,0.0
411,1,9.0,5,5900.0,4.0,0.0,0.0
412,2,9.0,3,42400.0,39.0,28.0,64700.0
413,1,3.0,4,13600.0,16.0,33.0,51900.0
414,2,3.0,5,0.0,0.0,56.0,693600.0
415,1,9.0,3,30700.0,19.0,0.0,0.0
416,1,9.0,4,0.0,0.0,0.0,0.0
417,1,3.0,3,33300.0,18.0,86.0,1187500.0
418,1,9.0,4,45000.0,4.0,39.0,376600.0
419,1,3.0,4,69000.0,4.0,47.0,443700.0
420,1,3.0,5,0.0,0.0,6.0,78500.0
421,1,13.0,4,44000.0,16.0,118.0,385300.0
422,1,9.0,3,38700.0,12.0,0.0,0.0
423,1,9.0,3,58500.0,16.0,0.0,0.0
424,2,3.0,4,21100.0,10.0,47.0,122100.0
425,2,9.0,4,39000.0,4.0,400.0,206800.0
426,2,3.0,5,0.0,0.0,0.0,0.0
427,2,9.0,3,48700.0,9.0,283.0,308000.0
428,1,3.0,3,39500.0,29.0,19.0,137000.0
429,2,9.0,3,0.0,0.0,63.0,227900.0
430,1,9.0,4,64600.0,15.0,3.0,12900.0
431,2,4.0,3,354600.0,16.0,97.0,531400.0
432,2,3.0,2,23600.0,16.0,132.0,435200.0
433,1,3.0,2,45900.0,4.0,125.0,168700.0
434,2,9.0,4,8200.0,2.0,110.0,709400.0
435,2,9.0,4,0.0,0.0,347.0,1724300.0
436,2,3.0,4,10000.0,1.0,0.0,0.0
437,2,9.0,4,93400.0,59.0,120.0,512300.0
438,2,13.0,5,57700.0,75.0,47.0,222100.0
439,1,9.0,4,24000.0,2.0,31.0,119200.0
440,2,3.0,3,0.0,0.0,90.0,104100.0
441,1,3.0,6,10000.0,4.0,0.0,0.0
442,2,3.0,3,21000.0,1.0,135.0,303300.0
443,1,13.0,5,0.0,0.0,84.0,467800.0
444,1,3.0,4,0.0,0.0,0.0,0.0
445,1,9.0,3,35000.0,2.0,91.0,167800.0
446,1,3.0,4,25400.0,24.0,22.0,60200.0
447,2,3.0,4,29900.0,52.0,46.0,154600.0
448,2,3.0,3,102700.0,25.0,109.0,236800.0
449,2,3.0,3,0.0,0.0,18.0,43700.0
450,2,9.0,4,131600.0,14.0,151.0,483500.0
451,2,3.0,3,366700.0,200.0,81.0,270800.0
452,2,3.0,3,4400.0,4.0,75.0,94000.0
453,2,9.0,4,0.0,0.0,44.0,139600.0
454,2,3.0,3,23600.0,6.0,56.0,123000.0
455,1,9.0,4,22800.0,22.0,75.0,222600.0
456,2,3.0,4,25700.0,8.0,10.0,11200.0
457,2,9.0,4,81100.0,13.0,75.0,399600.0
458,2,9.0,4,34500.0,14.0,111.0,792500.0
459,1,9.0,3,70800.0,66.0,114.0,596000.0
460,1,9.0,5,30400.0,2.0,0.0,0.0
461,1,1.0,4,0.0,0.0,24.0,37300.0
462,2,9.0,6,5000.0,3.0,0.0,0.0
463,1,3.0,3,21300.0,1.0,32.0,67200.0
464,2,3.0,4,36100.0,35.0,55.0,136400.0
465,1,9.0,5,16100.0,5.0,0.0,0.0
466,2,3.0,4,90700.0,14.0,37.0,231100.0
467,1,3.0,6,9500.0,10.0,1.0,19200.0
468,2,3.0,4,11000.0,1.0,88.0,46900.0
469,1,9.0,4,25100.0,9.0,0.0,0.0
470,1,3.0,6,479600.0,47.0,0.0,0.0
471,2,9.0,4,15200.0,4.0,61.0,68300.0
472,2,3.0,4,50100.0,31.0,0.0,0.0
473,1,3.0,5,0.0,0.0,33.0,57000.0
474,2,4.0,5,8400.0,1.0,44.0,173600.0
475,2,3.0,4,53800.0,20.0,87.0,153900.0
476,1,3.0,4,55300.0,40.0,5.0,69100.0
477,1,9.0,4,16800.0,11.0,11.0,32100.0
478,2,9.0,4,0.0,0.0,45.0,54100.0
479,1,3.0,4,27600.0,28.0,49.0,404200.0
480,1,9.0,3,35400.0,30.0,0.0,0.0
481,2,3.0,3,11700.0,4.0,7.0,9700.0
482,2,3.0,3,0.0,0.0,54.0,140000.0
483,2,1.0,4,11700.0,25.0,0.0,0.0
484,2,9.0,3,25600.0,16.0,0.0,0.0
485,1,3.0,5,182200.0,48.0,29.0,742700.0
486,1,9.0,4,34700.0,32.0,0.0,0.0
487,1,1.0,3,133100.0,95.0,33.0,268000.0
488,2,9.0,4,42400.0,62.0,76.0,436500.0
489,1,3.0,5,875100.0,207.0,193.0,5074600.0
490,1,3.0,6,27000.0,5.0,0.0,0.0
491,1,3.0,4,55900.0,1.0,71.0,1593600.0
492,2,1.0,3,35900.0,5.0,33.0,106600.0
493,2,9.0,3,8700.0,13.0,18.0,20600.0
494,2,3.0,3,141100.0,20.0,97.0,3202700.0
495,1,9.0,3,3000.0,4.0,73.0,526200.0
496,2,9.0,4,0.0,0.0,190.0,231000.0
497,1,9.0,3,52400.0,21.0,67.0,263000.0
498,2,9.0,3,32300.0,30.0,41.0,79500.0
499,2,9.0,4,0.0,0.0,72.0,279600.0
500,2,3.0,4,5400.0,7.0,48.0,113300.0
501,2,9.0,4,18700.0,2.0,48.0,77400.0
502,1,9.0,3,14800.0,4.0,44.0,118500.0
503,2,9.0,3,69000.0,5.0,95.0,435300.0
