,id,income
101,50102,62071.79
102,50103,21578.02
103,50104,38471.02
104,50105,48767.58
105,50106,40349.47
106,50107,37923.59
107,50108,82205.68
108,50109,35978.82
109,50110,38872.22
110,50111,43766.53
111,50112,31977.87
112,50113,67279.266
113,50114,27022.092
114,50115,50597.3
115,50116,159381.44
116,50117,20907.531
117,50118,18858.95
118,50119,29563.271
119,50120,45669.22
120,50121,24425.645
121,50122,48004.12
122,50123,40597.95
123,50124,26103.037
124,50125,178397.2
125,50126,39220.63
126,50127,14991.604
127,50128,18612.957
128,50129,39946.844
129,50130,33189.28
130,50131,15084.732
131,50132,30672.318
132,50133,70591.375
133,50134,22525.922
134,50135,32258.682
135,50136,29724.643
136,50137,15119.653
137,50138,26426.611
138,50139,30279.697
139,50140,73061.734
140,50141,30814.217
141,50142,60722.742
142,50143,44642.04
143,50144,40631.9
144,50145,30019.28
145,50146,38296.27
146,50147,76804.46
147,50148,22797.977
148,50149,23035.826
149,50150,53660.668
150,50151,18069.94
151,50152,43378.24
152,50153,38712.824
153,50154,68897.016
154,50155,15354.585
155,50156,38714.566
156,50157,28388.469
157,50158,71358.33
158,50159,39811.23
159,50160,27405.139
160,50161,31856.996
161,50162,30591.648
162,50163,24839.182
163,50164,19221.416
164,50165,84639.6
165,50166,14481.99
166,50167,16275.8545
167,50168,19221.234
168,50169,44842.05
169,50170,18899.057
170,50171,49804.668
171,50172,10274.042
172,50173,33378.07
173,50174,36393.098
174,50175,32021.77
175,50176,23219.834
176,50177,32487.416
177,50178,17571.363
178,50179,48680.383
179,50180,92504.93
180,50181,42227.094
181,50182,56498.88
182,50183,29604.857
183,50184,27839.12
184,50185,32817.02
185,50186,40185.992
186,50187,52322.785
187,50188,31671.43
188,50189,38471.02
189,50190,31439.531
190,50191,41784.316
191,50192,91334.93
192,50193,20358.822
193,50194,15171.247
194,50195,54886.438
195,50196,23800.2
196,50197,36799.12
197,50198,33862.918
198,50199,33221.934
199,50200,41459.945
200,50201,161376.55
201,50202,30797.54
202,50203,34231.504
203,50204,43824.176
204,50205,38471.02
205,50206,20427.96
206,50207,61190.32
207,50208,117674.34
208,50209,36393.098
209,50210,29335.408
210,50211,33960.22
211,50212,20645.967
212,50213,30672.318
213,50214,27084.344
214,50215,58692.098
215,50216,28490.332
216,50217,113911.47
217,50218,31437.39
218,50219,45440.566
219,50220,62926.273
220,50221,32265.527
221,50222,43822.477
222,50223,53319.035
223,50224,41459.945
224,50225,29218.027
225,50226,20098.941
226,50227,68627.4
227,50228,27420.988
228,50229,45384.5
229,50230,29201.05
230,50231,24017.729
231,50232,108940.5
232,50233,18890.719
233,50234,30396.182
234,50235,48097.676
235,50236,27585.152
236,50237,30470.812
237,50238,31720.2
238,50239,28441.502
239,50240,28893.248
240,50241,41193.484
241,50242,47588.6
242,50243,34597.53
243,50244,15537.293
244,50245,35263.223
245,50246,25429.895
246,50247,34448.92
247,50248,25035.463
248,50249,31403.846
249,50250,14740.863
250,50251,50631.844
251,50252,20959.762
252,50253,35756.473
253,50254,37885.984
254,50255,40804.793
255,50256,34107.543
256,50257,98714.89
257,50258,28287.566
258,50259,29136.79
259,50260,19477.111
260,50261,10132.912
261,50262,47581.19
262,50263,23888.37
263,50264,26864.738
264,50265,39548.0
265,50266,21707.342
266,50267,51450.355
267,50268,56888.23
268,50269,39340.926
269,50270,31585.656
270,50271,37244.086
271,50272,43093.555
272,50273,26091.744
273,50274,28210.959
274,50275,17948.916
275,50276,101803.68
276,50277,17614.441
277,50278,11711.408
278,50279,34560.934
279,50280,31125.041
280,50281,23424.836
281,50282,27130.904
282,50283,16190.507
283,50284,17369.205
284,50285,74011.15
285,50286,83161.12
286,50287,32917.344
287,50288,24997.943
288,50289,23716.912
289,50290,81184.016
290,50291,117183.44
291,50292,15404.785
292,50293,89536.62
293,50294,48616.664
294,50295,35939.08
295,50296,16329.58
296,50297,37974.28
297,50298,17004.557
298,50299,57456.773
299,50300,41160.82
300,50301,18225.807
301,50302,22848.826
302,50303,32017.426
303,50304,17392.469
304,50305,27629.248
305,50306,43247.117
306,50307,28384.895
307,50308,30627.133
308,50309,59912.953
309,50310,27565.56
310,50311,28539.055
311,50312,36393.098
312,50313,24665.176
313,50314,29496.684
314,50315,28757.857
315,50316,43716.746
316,50317,23080.432
317,50318,17999.557
318,50319,25637.955
319,50320,28718.27
320,50321,169160.08
321,50322,24123.043
322,50323,24105.049
323,50324,42861.145
324,50325,24285.375
325,50326,26031.008
326,50327,33259.1
327,50328,29299.838
328,50329,66787.77
329,50330,22583.59
330,50331,35542.266
331,50332,29786.61
332,50333,58493.76
333,50334,27420.988
334,50335,128506.23
335,50336,35985.277
336,50337,24002.553
337,50338,44811.477
338,50339,32917.344
339,50340,36844.914
340,50341,18795.67
341,50342,20606.645
342,50343,15688.832
343,50344,19977.49
344,50345,19333.863
345,50346,38147.406
346,50347,29519.29
347,50348,45806.277
348,50349,27420.988
349,50350,45193.883
350,50351,29284.861
351,50352,50870.254
352,50353,37842.215
353,50354,24030.805
354,50355,43933.61
355,50356,83186.56
356,50357,23395.127
357,50358,39037.94
358,50359,193283.9
359,50360,48115.656
360,50361,30721.156
361,50362,15792.462
362,50363,21837.26
363,50364,20575.322
364,50365,18546.205
365,50366,109878.164
366,50367,30386.0
367,50368,25502.336
368,50369,62408.03
369,50370,92700.91
370,50371,23063.893
371,50372,34682.777
372,50373,23603.531
373,50374,34823.53
374,50375,34177.41
375,50376,19099.393
376,50377,63464.844
377,50378,66497.945
378,50379,36246.273
379,50380,70410.695
380,50381,51626.008
381,50382,20610.898
382,50383,27113.303
383,50384,34676.695
384,50385,8948.077
385,50386,34965.027
386,50387,25874.373
387,50388,29335.408
388,50389,39624.473
389,50390,36391.74
390,50391,40819.56
391,50392,34752.39
392,50393,30368.287
393,50394,26699.152
394,50395,19600.744
395,50396,32162.836
396,50397,15837.7
397,50398,18550.396
398,50399,17869.982
399,50400,19358.703
400,50401,49459.402
401,50402,47523.582
402,50403,37652.258
403,50404,19037.717
404,50405,24104.275
405,50406,27838.31
406,50407,23944.871
407,50408,60122.695
408,50409,30428.24
409,50410,81198.39
410,50411,37120.57
411,50412,26445.504
412,50413,44725.79
413,50414,14624.467
414,50415,52552.637
415,50416,43594.906
416,50417,22112.68
417,50418,31425.922
418,50419,39976.71
419,50420,55533.36
420,50421,19924.396
421,50422,36229.37
422,50423,18180.168
423,50424,48031.746
424,50425,17039.264
425,50426,24867.37
426,50427,24220.656
427,50428,19115.775
428,50429,36423.5
429,50430,35708.047
430,50431,22192.123
431,50432,48055.93
432,50433,18037.367
433,50434,47680.273
434,50435,57894.164
435,50436,20052.416
436,50437,20350.756
437,50438,18900.373
438,50439,25400.117
439,50440,42729.02
440,50441,27059.078
441,50442,35913.707
442,50443,62866.027
443,50444,38998.81
444,50445,18034.492
445,50446,29819.203
446,50447,23436.24
447,50448,35458.727
448,50449,39947.03
449,50450,83411.016
450,50451,54640.27
451,50452,67684.37
452,50453,25602.365
453,50454,117498.44
454,50455,39859.33
455,50456,38712.24
456,50457,55294.42
457,50458,17119.627
458,50459,28976.535
459,50460,29542.102
460,50461,28626.87
461,50462,56003.812
462,50463,40756.47
463,50464,18842.209
464,50465,37254.152
465,50466,14353.752
466,50467,39587.9
467,50468,14990.785
468,50469,18258.834
469,50470,32640.752
470,50471,27867.955
471,50472,48217.39
472,50473,11815.086
473,50474,33045.027
474,50475,64722.64
475,50476,14868.285
476,50477,19388.174
477,50478,101033.0
478,50479,67418.62
479,50480,40559.55
480,50481,32503.986
481,50482,18926.596
482,50483,21928.531
483,50484,27563.943
484,50485,155457.95
485,50486,18393.19
486,50487,35607.348
487,50488,28629.555
488,50489,34342.67
489,50490,32540.37
490,50491,64009.77
491,50492,87702.53
492,50493,30390.486
493,50494,29310.736
494,50495,96555.66
495,50496,19257.06
496,50497,26596.49
497,50498,129675.76
498,50499,31958.736
499,50500,22747.936
500,50501,60395.8
501,50502,33738.492
502,50503,47593.418
503,50504,23961.28
504,50505,97117.695
505,50506,70722.36
506,50507,44525.75
507,50508,71201.58
508,50509,32009.8
509,50510,17483.123
510,50511,24100.543
511,50512,30751.088
512,50513,25770.26
513,50514,52445.17
514,50515,51024.55
515,50516,61162.453
516,50517,21548.744
517,50518,27052.898
518,50519,120068.055
519,50520,25549.473
520,50521,47588.6
521,50522,38064.125
522,50523,39978.25
523,50524,76813.375
524,50525,28629.762
525,50526,36393.098
526,50527,64103.0
527,50528,33105.324
528,50529,22499.057
529,50530,24602.266
530,50531,20479.404
531,50532,21468.914
532,50533,38406.22
533,50534,41459.945
534,50535,18218.21
535,50536,31888.852
536,50537,32917.344
537,50538,151600.67
538,50539,45673.043
539,50540,47733.688
540,50541,15175.543
541,50542,31865.02
542,50543,30498.49
543,50544,30425.23
544,50545,24238.812
545,50546,38593.383
546,50547,20320.443
547,50548,15837.021
548,50549,70473.21
549,50550,45420.285
550,50551,19519.457
551,50552,33505.49
552,50553,31033.156
553,50554,40912.047
554,50555,61734.75
555,50556,45025.883
556,50557,17675.457
557,50558,130280.62
558,50559,46653.117
559,50560,29956.473
560,50561,17632.205
561,50562,26182.436
562,50563,38471.02
563,50564,117195.85
564,50565,15420.433
565,50566,45056.08
566,50567,27649.178
567,50568,66338.88
568,50569,23252.123
569,50570,36278.17
570,50571,56797.01
571,50572,14822.433
572,50573,90424.72
573,50574,28814.154
574,50575,16981.662
575,50576,39331.195
576,50577,17866.662
577,50578,31935.688
578,50579,32313.639
579,50580,15450.686
580,50581,23064.438
581,50582,31544.688
582,50583,24592.787
583,50584,20205.605
584,50585,18349.908
585,50586,21752.146
586,50587,38779.57
587,50588,44008.418
588,50589,32843.85
589,50590,30408.781
590,50591,23139.38
591,50592,79150.74
592,50593,56076.11
593,50594,26006.525
594,50595,39373.484
595,50596,40505.375
596,50597,40242.324
597,50598,15037.495
598,50599,34915.914
599,50600,21246.248
600,50601,31247.135
601,50602,70757.43
602,50603,29912.023
603,50604,20427.117
604,50605,17330.889
605,50606,33056.297
606,50607,24438.092
607,50608,47785.406
608,50609,27414.545
609,50610,137402.73
610,50611,124687.19
611,50612,27162.605
612,50613,25110.656
613,50614,15679.553
614,50615,35191.43
615,50616,19870.582
616,50617,27522.215
617,50618,32665.422
618,50619,19948.334
619,50620,32917.344
620,50621,12043.223
621,50622,62727.793
622,50623,61727.273
623,50624,65378.11
624,50625,47588.6
625,50626,30595.97
626,50627,27295.746
627,50628,76660.32
628,50629,24821.953
629,50630,71821.195
630,50631,29985.531
631,50632,54329.215
632,50633,28900.81
633,50634,29684.438
634,50635,35887.785
635,50636,45135.367
636,50637,65241.234
637,50638,52868.82
638,50639,29654.938
639,50640,43691.164
640,50641,81845.83
641,50642,16941.857
642,50643,48838.84
643,50644,49241.676
644,50645,74689.336
645,50646,43167.902
646,50647,39502.17
647,50648,24487.031
648,50649,25127.1
649,50650,49835.46
650,50651,33598.27
651,50652,47853.21
652,50653,17184.041
653,50654,18613.014
654,50655,26865.924
655,50656,30672.318
656,50657,20341.014
657,50658,17650.504
658,50659,33611.816
659,50660,32837.867
660,50661,35847.098
661,50662,22538.26
662,50663,122914.12
663,50664,57406.34
664,50665,16748.73
665,50666,68215.24
666,50667,44270.125
667,50668,37262.08
668,50669,26779.582
669,50670,32141.412
670,50671,33821.14
671,50672,52464.156
672,50673,74425.98
673,50674,16047.12
674,50675,52265.44
675,50676,38145.61
676,50677,27357.959
677,50678,19922.32
678,50679,36953.445
679,50680,19371.693
680,50681,53625.945
681,50682,14132.593
682,50683,40183.934
683,50684,37264.68
684,50685,61734.75
685,50686,8525.206
686,50687,12713.924
687,50688,18221.656
688,50689,36566.535
689,50690,48236.61
690,50691,35736.387
691,50692,23063.914
692,50693,32325.13
693,50694,19324.25
694,50695,32396.436
695,50696,39915.25
696,50697,139921.58
697,50698,13777.866
698,50699,24015.377
699,50700,48422.13
700,50701,15383.5205
701,50702,33887.26
702,50703,45528.395
703,50704,63261.113
704,50705,15659.661
705,50706,28657.43
706,50707,30195.648
707,50708,31688.328
708,50709,40631.9
709,50710,72407.06
710,50711,38827.066
711,50712,16032.187
712,50713,21252.574
713,50714,23330.898
714,50715,22011.32
715,50716,36134.09
716,50717,20913.084
717,50718,32587.041
718,50719,14759.638
719,50720,42239.625
720,50721,15830.538
721,50722,39993.605
722,50723,40324.707
723,50724,58428.938
724,50725,28926.354
725,50726,27420.988
726,50727,15626.976
727,50728,15970.879
728,50729,16784.412
729,50730,21508.68
730,50731,38078.625
731,50732,92340.9
732,50733,18406.287
733,50734,25333.365
734,50735,14021.723
735,50736,27420.988
736,50737,45303.406
737,50738,34372.363
738,50739,34280.82
739,50740,32415.842
740,50741,19832.586
741,50742,30358.113
742,50743,40893.043
743,50744,35212.18
744,50745,33319.164
745,50746,50458.984
746,50747,45987.277
747,50748,34519.703
748,50749,21068.72
749,50750,-12454.235
750,50751,27587.012
751,50752,122525.82
752,50753,11222.251
753,50754,39737.527
754,50755,24996.123
755,50756,20822.943
756,50757,24506.645
757,50758,88369.414
758,50759,40275.137
759,50760,54783.27
760,50761,58472.53
761,50762,19685.271
762,50763,32015.354
763,50764,31000.115
764,50765,21478.578
765,50766,19064.84
766,50767,32490.607
767,50768,21031.709
768,50769,20477.611
769,50770,15087.574
770,50771,21687.348
771,50772,20252.986
772,50773,36362.324
773,50774,28094.203
774,50775,125669.984
775,50776,42416.23
776,50777,36253.5
777,50778,24698.643
778,50779,23561.68
779,50780,28449.725
780,50781,46082.24
781,50782,32917.344
782,50783,31026.074
783,50784,44650.434
784,50785,15865.569
785,50786,20613.61
786,50787,17530.434
787,50788,21036.586
788,50789,26397.896
789,50790,27185.889
790,50791,31203.562
791,50792,35746.766
792,50793,23869.436
793,50794,40822.22
794,50795,87089.53
795,50796,31041.16
796,50797,26165.348
797,50798,27151.145
798,50799,91310.19
799,50800,100541.125
800,50801,30543.488
801,50802,47711.44
802,50803,23122.201
803,50804,27750.072
804,50805,35398.84
805,50806,115356.6
806,50807,43920.035
807,50808,31365.74
808,50809,21816.578
809,50810,23944.29
810,50811,29476.31
811,50812,63420.664
812,50813,146531.48
813,50814,32236.99
814,50815,22251.408
815,50816,15988.047
816,50817,20227.56
817,50818,27198.86
818,50819,20455.064
819,50820,32141.02
820,50821,26012.904
821,50822,17465.834
822,50823,25187.307
823,50824,174653.34
824,50825,25408.75
825,50826,26547.291
826,50827,37547.26
827,50828,29111.33
828,50829,96524.34
829,50830,22305.635
830,50831,17615.8
831,50832,26377.146
832,50833,51365.62
833,50834,14584.02
834,50835,35473.754
835,50836,22155.531
836,50837,23990.191
837,50838,106670.13
838,50839,37854.363
839,50840,27587.652
840,50841,56657.24
841,50842,41525.688
842,50843,18421.695
843,50844,36731.438
844,50845,71478.86
845,50846,25003.945
846,50847,25131.725
847,50848,32010.854
848,50849,36403.426
849,50850,27713.21
850,50851,105130.57
851,50852,15285.294
852,50853,30672.318
853,50854,57579.543
854,50855,19268.95
855,50856,64321.707
856,50857,12306.112
857,50858,24761.496
858,50859,23937.494
859,50860,61734.75
860,50861,13383.98
861,50862,69737.73
862,50863,11653.333
863,50864,38471.02
864,50865,71996.06
865,50866,47482.957
866,50867,38471.02
867,50868,32652.365
868,50869,31209.887
869,50870,29361.74
870,50871,27295.518
871,50872,31662.895
872,50873,7573.758
873,50874,19332.486
874,50875,24323.592
875,50876,84329.41
876,50877,53022.348
877,50878,33642.25
878,50879,23264.148
879,50880,32395.24
880,50881,27767.39
881,50882,19959.074
882,50883,26839.674
883,50884,26876.027
884,50885,17200.146
885,50886,73929.8
886,50887,92428.13
887,50888,30672.318
888,50889,33609.22
889,50890,35413.41
890,50891,15015.194
891,50892,53704.367
892,50893,91264.83
893,50894,49139.65
894,50895,28767.035
895,50896,46338.402
896,50897,20000.77
897,50898,21656.87
898,50899,55021.293
899,50900,92142.375
900,50901,25111.691
901,50902,22657.74
902,50903,28623.963
903,50904,15778.278
904,50905,34704.586
905,50906,52446.92
906,50907,19060.336
907,50908,29620.305
908,50909,36077.938
909,50910,33854.684
910,50911,27976.98
911,50912,26192.184
912,50913,53974.63
913,50914,49830.414
914,50915,43803.816
915,50916,22476.63
916,50917,111519.62
917,50918,35583.555
918,50919,126871.58
919,50920,33052.754
920,50921,24890.834
921,50922,19464.809
922,50923,22677.861
923,50924,33735.19
924,50925,30131.908
925,50926,26410.197
926,50927,25842.693
927,50928,20108.635
928,50929,29660.627
929,50930,47282.043
930,50931,23976.527
931,50932,19243.031
932,50933,86184.93
933,50934,17562.223
934,50935,40631.9
935,50936,22057.332
936,50937,18281.328
937,50938,17144.664
938,50939,49798.29
939,50940,19418.791
940,50941,26756.975
941,50942,33502.59
942,50943,24779.95
943,50944,20067.63
944,50945,39224.883
945,50946,38551.996
946,50947,61997.547
947,50948,25311.873
948,50949,19367.797
949,50950,37477.59
950,50951,26013.715
951,50952,25174.14
952,50953,35706.793
953,50954,14943.256
954,50955,115712.58
955,50956,33777.55
956,50957,40631.9
957,50958,18459.715
958,50959,70915.6
959,50960,20735.787
960,50961,31304.514
961,50962,59158.688
962,50963,38383.27
963,50964,30295.559
964,50965,15421.057
965,50966,32036.236
966,50967,34497.504
967,50968,23844.32
968,50969,37566.125
969,50970,16463.951
970,50971,24477.855
971,50972,29391.17
972,50973,40631.9
973,50974,40164.71
974,50975,23091.703
975,50976,32896.35
976,50977,95385.11
977,50978,50843.61
978,50979,44657.195
979,50980,47727.37
980,50981,31221.75
981,50982,35744.76
982,50983,15630.772
983,50984,16160.77
984,50985,34107.543
985,50986,31461.465
986,50987,150673.69
987,50988,13737.822
988,50989,25962.85
989,50990,43444.82
990,50991,63898.99
991,50992,15277.325
992,50993,50502.023
993,50994,35275.26
994,50995,-2304.0735
995,50996,48158.414
996,50997,20325.465
997,50998,60243.78
998,50999,25672.457
999,51000,53968.94
1000,51001,36188.99
1001,51002,24447.6
1002,51003,23857.623
1003,51004,92916.06
1004,51005,18459.797
1005,51006,20380.062
1006,51007,26399.297
1007,51008,51476.305
1008,51009,29293.326
1009,51010,106494.34
1010,51011,13874.149
1011,51012,44067.203
1012,51013,22269.441
1013,51014,36411.355
1014,51015,20508.443
1015,51016,25958.016
1016,51017,61734.75
1017,51018,25873.068
1018,51019,21397.68
1019,51020,36374.75
1020,51021,63962.695
1021,51022,13228.725
1022,51023,31446.043
1023,51024,23290.021
1024,51025,104307.29
1025,51026,43433.684
1026,51027,77819.484
1027,51028,69799.96
1028,51029,30399.447
1029,51030,29747.945
1030,51031,48522.523
1031,51032,17332.691
1032,51033,63698.883
1033,51034,58114.227
1034,51035,37474.016
1035,51036,38168.105
1036,51037,20436.28
1037,51038,26473.686
1038,51039,20432.748
1039,51040,38261.02
1040,51041,40631.9
1041,51042,19227.225
1042,51043,25849.248
1043,51044,41497.418
1044,51045,25150.996
1045,51046,17030.943
1046,51047,34732.2
1047,51048,138896.72
1048,51049,65589.9
1049,51050,36287.64
1050,51051,36405.145
1051,51052,24763.957
1052,51053,74286.48
1053,51054,16901.637
1054,51055,69915.484
1055,51056,25670.918
1056,51057,36461.824
1057,51058,26411.021
1058,51059,24073.752
1059,51060,32407.246
1060,51061,26040.828
1061,51062,48663.453
1062,51063,19290.379
1063,51064,24281.945
1064,51065,49261.008
1065,51066,43341.848
1066,51067,82201.16
1067,51068,31222.143
1068,51069,42323.03
1069,51070,68086.195
1070,51071,34318.504
1071,51072,41269.316
1072,51073,20770.002
1073,51074,32908.137
1074,51075,73995.0
1075,51076,45696.855
1076,51077,62791.625
1077,51078,30890.531
1078,51079,30845.467
1079,51080,28794.854
1080,51081,29261.838
1081,51082,51762.895
1082,51083,24761.766
1083,51084,111262.555
1084,51085,32859.586
1085,51086,21511.424
1086,51087,32626.34
1087,51088,24545.162
1088,51089,32917.344
1089,51090,34882.293
1090,51091,17904.582
1091,51092,58970.723
1092,51093,38471.02
1093,51094,16675.48
1094,51095,19839.074
1095,51096,31616.81
1096,51097,21501.457
1097,51098,30571.664
1098,51099,27420.988
1099,51100,10584.738
1100,51101,72317.984
1101,51102,24342.467
1102,51103,24146.914
1103,51104,18627.334
1104,51105,38419.77
1105,51106,42773.68
1106,51107,82971.56
1107,51108,14874.193
1108,51109,22953.016
1109,51110,63314.434
1110,51111,45984.35
1111,51112,18644.768
1112,51113,18613.545
1113,51114,25058.33
1114,51115,30672.318
1115,51116,147398.52
1116,51117,25255.893
1117,51118,38897.105
1118,51119,69275.336
1119,51120,66414.13
1120,51121,60750.04
1121,51122,34512.27
1122,51123,36062.56
1123,51124,18647.316
1124,51125,32528.29
1125,51126,73062.164
1126,51127,43626.41
1127,51128,58130.242
1128,51129,88125.86
1129,51130,28895.553
1130,51131,38979.863
1131,51132,54428.16
1132,51133,17741.08
1133,51134,77421.68
1134,51135,47588.6
1135,51136,41423.477
1136,51137,30629.693
1137,51138,90515.59
1138,51139,36649.93
1139,51140,74377.516
1140,51141,24604.059
1141,51142,27477.559
1142,51143,29392.236
1143,51144,44213.336
1144,51145,12194.196
1145,51146,61610.133
1146,51147,55021.9
1147,51148,40085.59
1148,51149,28192.395
1149,51150,26529.934
1150,51151,35734.363
1151,51152,25036.18
1152,51153,19939.193
1153,51154,23925.895
1154,51155,81973.54
1155,51156,24551.16
1156,51157,73870.12
1157,51158,25537.262
1158,51159,27960.943
1159,51160,38471.02
1160,51161,18940.064
1161,51162,48608.406
1162,51163,30672.318
1163,51164,38797.598
1164,51165,42292.727
1165,51166,28995.605
1166,51167,25659.81
1167,51168,36308.887
1168,51169,80534.11
1169,51170,18173.502
1170,51171,49008.414
1171,51172,15811.486
1172,51173,14829.586
1173,51174,56650.547
1174,51175,46219.582
1175,51176,42504.504
1176,51177,14556.447
1177,51178,26187.426
1178,51179,30090.846
1179,51180,20324.066
1180,51181,32035.23
1181,51182,22765.934
1182,51183,29335.408
1183,51184,36393.098
1184,51185,15095.8955
1185,51186,45908.508
1186,51187,30864.092
1187,51188,36513.105
1188,51189,25062.24
1189,51190,36624.22
1190,51191,30384.332
1191,51192,23173.518
1192,51193,28938.2
1193,51194,39143.176
1194,51195,23909.654
1195,51196,47204.15
1196,51197,28652.521
1197,51198,31499.277
1198,51199,119987.9
1199,51200,32026.637
1200,51201,17027.004
1201,51202,25152.05
1202,51203,131665.62
1203,51204,62521.41
1204,51205,36804.434
1205,51206,36393.098
1206,51207,14813.988
1207,51208,37685.395
1208,51209,19115.846
1209,51210,33759.863
1210,51211,29179.379
1211,51212,47463.6
1212,51213,21846.95
1213,51214,57275.62
1214,51215,57202.496
1215,51216,23704.184
1216,51217,24899.986
1217,51218,37570.56
1218,51219,30612.07
1219,51220,14234.805
1220,51221,30991.389
1221,51222,21036.438
1222,51223,54793.484
1223,51224,64504.562
1224,51225,64097.49
1225,51226,27665.14
1226,51227,37315.484
1227,51228,48646.613
1228,51229,28084.918
1229,51230,40280.816
1230,51231,36317.727
1231,51232,61384.844
1232,51233,30259.062
1233,51234,27847.8
1234,51235,50457.637
1235,51236,23114.088
1236,51237,40631.9
1237,51238,19751.73
1238,51239,64952.33
1239,51240,27420.988
1240,51241,16952.191
1241,51242,60539.86
1242,51243,33763.332
1243,51244,64432.074
1244,51245,50733.93
1245,51246,30672.318
1246,51247,43845.44
1247,51248,61734.75
1248,51249,74274.39
1249,51250,38846.902
1250,51251,17094.41
1251,51252,52365.137
1252,51253,28208.5
1253,51254,102211.78
1254,51255,21030.574
1255,51256,11042.594
1256,51257,24779.08
1257,51258,15690.076
1258,51259,28535.312
1259,51260,54981.54
1260,51261,16937.521
1261,51262,24749.639
1262,51263,25565.0
1263,51264,41162.113
1264,51265,26414.34
1265,51266,21641.02
1266,51267,42299.496
1267,51268,45689.28
1268,51269,40121.586
1269,51270,18002.795
1270,51271,18362.781
1271,51272,29631.977
1272,51273,41621.574
1273,51274,18976.178
1274,51275,28367.947
1275,51276,48616.664
1276,51277,29148.834
1277,51278,19196.656
1278,51279,128084.3
1279,51280,16049.493
1280,51281,24949.998
1281,51282,21588.986
1282,51283,62571.39
1283,51284,42563.184
1284,51285,17472.654
1285,51286,20861.896
1286,51287,28831.104
1287,51288,17075.41
1288,51289,32129.418
1289,51290,30213.838
1290,51291,85108.664
1291,51292,53091.094
1292,51293,77703.67
1293,51294,35100.984
1294,51295,32245.332
1295,51296,42689.895
1296,51297,41461.094
1297,51298,27420.988
1298,51299,20360.768
1299,51300,22073.473
1300,51301,21735.635
1301,51302,25190.465
1302,51303,22727.537
1303,51304,40998.684
1304,51305,25538.309
1305,51306,15090.927
1306,51307,38471.02
1307,51308,29335.408
1308,51309,1475.0409
1309,51310,25161.297
1310,51311,20260.23
1311,51312,19028.17
1312,51313,36807.1
1313,51314,26271.812
1314,51315,18784.707
1315,51316,38471.02
1316,51317,105511.625
1317,51318,31300.014
1318,51319,18643.787
1319,51320,28503.568
1320,51321,19008.992
1321,51322,32938.758
1322,51323,81184.016
1323,51324,23285.312
1324,51325,54027.137
1325,51326,21086.71
1326,51327,38396.414
1327,51328,29985.127
1328,51329,39516.555
1329,51330,15704.829
1330,51331,72103.56
1331,51332,52470.973
1332,51333,18492.795
1333,51334,24358.156
1334,51335,34107.543
1335,51336,137052.33
1336,51337,77023.87
1337,51338,74157.79
1338,51339,7486.139
1339,51340,75289.88
1340,51341,22517.59
1341,51342,49818.97
1342,51343,24761.49
1343,51344,23491.334
1344,51345,55532.887
1345,51346,57065.78
1346,51347,44044.594
1347,51348,25957.328
1348,51349,27447.947
1349,51350,41377.348
1350,51351,19185.97
1351,51352,37843.414
1352,51353,25287.37
1353,51354,26868.414
1354,51355,21642.322
1355,51356,18216.406
1356,51357,23860.38
1357,51358,32969.438
1358,51359,25835.213
1359,51360,29335.408
1360,51361,29208.18
1361,51362,30950.992
